# EELS for $d = 1$ $\mu$m, Re($\epsilon_2$) = 12, Im($\epsilon_2$) = 1.0e-01, $\beta$ = 0.33. Re(EELS) from paper 228 Eq. 3 divided by L/c and in Gaussian units (dimensionless) 
0.0001374368	0.0002277528	0.0003625523	0.0005770927	0.0009683440	0.0018883761	0.0058130679	0.0624699599	0.0347393609	0.0230412720	0.0175808625	0.0188602427	0.0135223364	0.0106044227	0.0087288469	0.0074774168	0.0067147638	0.0065167154	0.0075647588	0.0157557622	0.0333526078	0.0248406908	0.0195562980	0.0175090640	0.0162124241	0.0135498695	0.0116873505	0.0103602807	0.0094440702	0.0089480336	0.0091190372	0.0111962557	0.0210808218	0.0247705988	0.0206938297	0.0178354114	0.0167897110	0.0151232482	0.0133830253	0.0120670628	0.0111050873	0.0104764981	0.0102761427	0.0109141165	0.0140214229	0.0207798913	0.0208254891	0.0184658379	0.0168131523	0.0158549397	0.0144723901	0.0132179109	0.0122458478	0.0115486411	0.0111617074	0.0112499333	0.0123578131	0.0158047711	0.0192384769	0.0186030235	0.0171038747	0.0160465515	0.0151127100	0.0140217796	0.0130759563	0.0123470384	0.0118582001	0.0116838765	0.0120457497	0.0135116053	0.0164197739	0.0178710738	0.0171924437	0.0161826007	0.0153891417	0.0145474458	0.0136848042	0.0129573791	0.0124145826	0.0120996974	0.0121165607	0.0127155776	0.0143028808	0.0163066795	0.0168101284	0.0162195677	0.0154940678	0.0148285135	0.0141072749	0.0134209173	0.0128594484	0.0124674028	0.0123029089	0.0124881858	0.0132530619	0.0147009476	0.0159049724	0.0159916603	0.0155011897	0.0149375229
0.0001371033	0.0002268737	0.0003606372	0.0005732321	0.0009605235	0.0018705656	0.0057506576	0.0617180518	0.0342659721	0.0226903826	0.0172855513	0.0185178818	0.0132543420	0.0103771849	0.0085280950	0.0072940363	0.0065402931	0.0063386978	0.0073499843	0.0152988015	0.0323495828	0.0240529454	0.0189042138	0.0168987161	0.0156231559	0.0130352853	0.0112248496	0.0099341820	0.0090414613	0.0085538875	0.0087059462	0.0106790633	0.0200967967	0.0235825078	0.0196675452	0.0169222405	0.0159053759	0.0143031461	0.0126358861	0.0113744800	0.0104508173	0.0098440054	0.0096419307	0.0102282639	0.0131303708	0.0194456535	0.0194591420	0.0172248450	0.0156571548	0.0147413932	0.0134333758	0.0122482780	0.0113287963	0.0106667519	0.0102937998	0.0103610901	0.0113693103	0.0145305746	0.0176699814	0.0170595947	0.0156583540	0.0146663573	0.0137903302	0.0127733026	0.0118917499	0.0112105162	0.0107498145	0.0105763470	0.0108901095	0.0122037172	0.0148190564	0.0161093415	0.0154729195	0.0145398733	0.0138044444	0.0130278264	0.0122347088	0.0115651641	0.0110628819	0.0107658240	0.0107658024	0.0112847849	0.0126821101	0.0144454774	0.0148713211	0.0143258980	0.0136626648	0.0130544211	0.0123988126	0.0117759041	0.0112648015	0.0109041695	0.0107443899	0.0108917573	0.0115461861	0.0127958719	0.0138287713	0.0138841694	0.0134368126	0.0129271575
0.0001367707	0.0002259979	0.0003587321	0.0005693973	0.0009527661	0.0018529231	0.0056889177	0.0609751948	0.0337990349	0.0223448378	0.0169952019	0.0181817396	0.0129916616	0.0101548187	0.0083319624	0.0071151558	0.0063703594	0.0061655490	0.0071413178	0.0148551132	0.0313767449	0.0232902005	0.0182738896	0.0163096612	0.0150553228	0.0125402582	0.0107806643	0.0095256205	0.0086560289	0.0081771179	0.0083115882	0.0101857938	0.0191587561	0.0224514553	0.0186922054	0.0160558668	0.0150676624	0.0135275560	0.0119304935	0.0107216808	0.0098351264	0.0092497307	0.0090468968	0.0095855573	0.0122960124	0.0181971746	0.0181825285	0.0160673340	0.0145807146	0.0137061287	0.0124690241	0.0113498388	0.0104804803	0.0098522659	0.0094934398	0.0095425414	0.0104599628	0.0133592192	0.0162294953	0.0156443463	0.0143351200	0.0134049907	0.0125837702	0.0116360917	0.0108148877	0.0101787032	0.0097451237	0.0095738994	0.0098454479	0.0110225626	0.0133745525	0.0145214561	0.0139255455	0.0130640646	0.0123830879	0.0116670959	0.0109384141	0.0103226738	0.0098584885	0.0095791319	0.0095657690	0.0100151478	0.0112451897	0.0127969234	0.0131563485	0.0126535335	0.0120479418	0.0114927834	0.0108974471	0.0103327076	0.0098680807	0.0095371217	0.0093834839	0.0094996008	0.0100593553	0.0111379181	0.0120238597	0.0120546869	0.0116476223	0.0111876123
0.0001364388	0.0002251255	0.0003568371	0.0005655882	0.0009450715	0.0018354472	0.0056278409	0.0602412798	0.0333384617	0.0220045562	0.0167097309	0.0178517032	0.0127341898	0.0099372196	0.0081403428	0.0069406648	0.0062048446	0.0059971357	0.0069385855	0.0144243112	0.0304331849	0.0225516620	0.0176645986	0.0157411558	0.0145081446	0.0120640443	0.0103540688	0.0091338739	0.0082870397	0.0078169580	0.0079351129	0.0097153390	0.0182645485	0.0213747003	0.0177652789	0.0152338896	0.0142741102	0.0127940599	0.0112645128	0.0101063780	0.0092557378	0.0086913626	0.0084886186	0.0089832796	0.0115147362	0.0170289363	0.0169897494	0.0149876832	0.0135783510	0.0127436377	0.0115739648	0.0105173614	0.0096957435	0.0091000268	0.0087553655	0.0087887227	0.0096234253	0.0122823951	0.0149065603	0.0143466222	0.0131238172	0.0122522112	0.0114828760	0.0106002211	0.0098356301	0.0092419437	0.0088344175	0.0086665543	0.0089010969	0.0099558479	0.0120710009	0.0130902447	0.0125330695	0.0117381968	0.0111082194	0.0104486250	0.0097795920	0.0092137911	0.0087853341	0.0085233659	0.0084996256	0.0088884966	0.0099712429	0.0113366964	0.0116393427	0.0111765853	0.0106242374	0.0101181333	0.0095780506	0.0090665447	0.0086446967	0.0083416153	0.0081951109	0.0082855534	0.0087641737	0.0096949974	0.0104547532	0.0104665030	0.0100968997	0.0096823693
0.0001361078	0.0002242566	0.0003549522	0.0005618046	0.0009374390	0.0018181362	0.0055674201	0.0595161992	0.0328841654	0.0216694577	0.0164290564	0.0175276615	0.0124818231	0.0097242854	0.0079531321	0.0067704556	0.0060436338	0.0058333281	0.0067416181	0.0140060207	0.0295180210	0.0218365610	0.0170756385	0.0151924825	0.0139808692	0.0116059281	0.0099443659	0.0087582496	0.0079337917	0.0074726751	0.0075757085	0.0092666423	0.0174121234	0.0203496335	0.0168843603	0.0144540318	0.0135223890	0.0121003709	0.0106357401	0.0095264159	0.0087105094	0.0081667297	0.0079648236	0.0084188849	0.0107831610	0.0159357759	0.0158752936	0.0139806502	0.0126449613	0.0118487997	0.0107432143	0.0097459985	0.0089698163	0.0084052730	0.0080747252	0.0080945100	0.0088538617	0.0112924646	0.0136915734	0.0131566529	0.0120149679	0.0111986615	0.0104783849	0.0096566515	0.0089451223	0.0083914731	0.0080088959	0.0078452806	0.0080474146	0.0089924733	0.0108946329	0.0118002325	0.0112799698	0.0105470209	0.0099647268	0.0093575265	0.0087436498	0.0082241355	0.0078291047	0.0075840676	0.0075524196	0.0078887121	0.0088417663	0.0100432600	0.0102974283	0.0098721960	0.0093689322	0.0089080596	0.0084185469	0.0079556786	0.0075731178	0.0072961047	0.0071573771	0.0072268064	0.0076359137	0.0084391921	0.0090906139	0.0090877602	0.0087528301	0.0083798394
0.0001357776	0.0002233909	0.0003530772	0.0005580464	0.0009298683	0.0018009887	0.0055076483	0.0587998467	0.0324360607	0.0213394631	0.0161530977	0.0172095057	0.0122344604	0.0095159160	0.0077702290	0.0066044230	0.0058866149	0.0056740002	0.0065502517	0.0135998777	0.0286303979	0.0211441531	0.0165063302	0.0146629488	0.0134727722	0.0111652214	0.0095508863	0.0083980836	0.0075956128	0.0071435686	0.0072326000	0.0088386960	0.0165995262	0.0193737714	0.0160471637	0.0137141330	0.0128102919	0.0114443267	0.0100420948	0.0089797631	0.0081974253	0.0076737920	0.0074733797	0.0078899877	0.0100981211	0.0149128632	0.0148340129	0.0130413458	0.0117757947	0.0110168547	0.0099721476	0.0090312593	0.0082982876	0.0077636077	0.0074470456	0.0074551855	0.0081459041	0.0103824080	0.0125757171	0.0120654820	0.0109998977	0.0102357917	0.0095618469	0.0087971506	0.0081353132	0.0076193354	0.0072605838	0.0071019058	0.0072756873	0.0081224169	0.0098330262	0.0106374747	0.0101522818	0.0094768402	0.0089390585	0.0083804728	0.0078175450	0.0073408757	0.0069770490	0.0067483767	0.0067108698	0.0070014942	0.0078403592	0.0088975434	0.0091103760	0.0087201849	0.0082620881	0.0078428397	0.0073995407	0.0069810442	0.0066344898	0.0063817532	0.0062511696	0.0063034749	0.0066530412	0.0073462129	0.0079046407	0.0078908113	0.0075878477	0.0072526968
0.0001354482	0.0002225286	0.0003512122	0.0005543133	0.0009223588	0.0017840030	0.0054485185	0.0580921172	0.0319940631	0.0210144949	0.0158817757	0.0168971287	0.0119920024	0.0093120136	0.0075915343	0.0064424644	0.0057336788	0.0055190293	0.0063643265	0.0132055290	0.0277694860	0.0204737175	0.0159560176	0.0141518866	0.0129831554	0.0107412620	0.0091729872	0.0080527393	0.0072718597	0.0068289689	0.0069050479	0.0084305393	0.0158248938	0.0184447498	0.0152515171	0.0130121439	0.0121357282	0.0108238827	0.0094816126	0.0084645047	0.0077145889	0.0072106331	0.0070122871	0.0073943530	0.0094566529	0.0139556792	0.0138610977	0.0121652102	0.0109664279	0.0102433780	0.0092564729	0.0083689834	0.0076770772	0.0071709706	0.0068682020	0.0068664053	0.0074946155	0.0095457732	0.0115508947	0.0110648983	0.0100706675	0.0093557891	0.0087255532	0.0080142211	0.0073988833	0.0069183093	0.0065822532	0.0064290343	0.0065780391	0.0073366297	0.0088749731	0.0095894053	0.0091374415	0.0085153523	0.0080190620	0.0075055321	0.0069896210	0.0065525626	0.0062178077	0.0060048545	0.0059631795	0.0062141563	0.0069524850	0.0078826584	0.0080602962	0.0077027334	0.0072861299	0.0069051170	0.0065039918	0.0061259189	0.0058123021	0.0055820916	0.0054598027	0.0054982225	0.0057968031	0.0063949267	0.0068735407	0.0068516624	0.0065780673	0.0062773027
0.0001351196	0.0002216697	0.0003493570	0.0005506053	0.0009149100	0.0017671776	0.0053900238	0.0573929068	0.0315580894	0.0206944764	0.0156150122	0.0165904255	0.0117543517	0.0091124822	0.0074169511	0.0062844800	0.0055847194	0.0053682961	0.0061836876	0.0128226315	0.0269344811	0.0198245565	0.0154240662	0.0136586510	0.0125113460	0.0103334129	0.0088100510	0.0077216063	0.0069619166	0.0065282360	0.0065923460	0.0080412558	0.0150864504	0.0175603181	0.0144953564	0.0123461203	0.0114967176	0.0102371052	0.0089524395	0.0079788364	0.0072602156	0.0067754524	0.0065796695	0.0069298867	0.0088559816	0.0130599957	0.0129520550	0.0113479911	0.0102127425	0.0095242567	0.0085922072	0.0077553165	0.0071024113	0.0066236123	0.0063343912	0.0063241694	0.0068954548	0.0087766301	0.0106096718	0.0101473737	0.0092200109	0.0085515150	0.0079624717	0.0073010350	0.0067291771	0.0062818396	0.0059673535	0.0058199729	0.0059473522	0.0066269411	0.0080103619	0.0086447005	0.0082241448	0.0076515070	0.0071938397	0.0067220222	0.0062494594	0.0058489805	0.0055412611	0.0053433262	0.0052988705	0.0055154429	0.0061652587	0.0069836498	0.0071313678	0.0068041091	0.0064255651	0.0060796166	0.0057169286	0.0053756350	0.0050920965	0.0048827210	0.0047687096	0.0047959345	0.0050508677	0.0055669460	0.0059770692	0.0059494895	0.0057027926	0.0054332077
0.0001347917	0.0002208141	0.0003475116	0.0005469220	0.0009075213	0.0017505110	0.0053321574	0.0567021130	0.0311280574	0.0203793322	0.0153527309	0.0162892929	0.0115214131	0.0089172283	0.0072463848	0.0061303720	0.0054396331	0.0052216847	0.0060081846	0.0124508522	0.0261246027	0.0191959945	0.0149098630	0.0131826196	0.0120566960	0.0099410616	0.0084614849	0.0074040994	0.0066651939	0.0062407582	0.0062938204	0.0076699715	0.0143825034	0.0167183342	0.0137767200	0.0117142179	0.0108913847	0.0096821658	0.0084528248	0.0075210573	0.0068326259	0.0063665585	0.0061737668	0.0064946266	0.0082935093	0.0122218571	0.0121026871	0.0105857227	0.0095109042	0.0088556672	0.0079756542	0.0071866875	0.0065707995	0.0061180701	0.0058421066	0.0058247949	0.0063442453	0.0080695279	0.0097452215	0.0093060065	0.0084412773	0.0078164462	0.0072661868	0.0066513735	0.0061201437	0.0057039760	0.0054099478	0.0052686648	0.0053771930	0.0059859736	0.0072300691	0.0077931555	0.0074022213	0.0068753784	0.0064536189	0.0060203796	0.0055877483	0.0052210137	0.0049383942	0.0047547414	0.0047086354	0.0048953685	0.0054672593	0.0061872737	0.0063095994	0.0060104205	0.0056667369	0.0053528955	0.0050251968	0.0047173266	0.0044612119	0.0042710516	0.0041651729	0.0041834328	0.0044010115	0.0048462720	0.0051976307	0.0051662195	0.0049440898	0.0047027205
0.0001344647	0.0002199617	0.0003456760	0.0005432635	0.0009001925	0.0017340018	0.0052749125	0.0560196346	0.0307038862	0.0200689880	0.0150948562	0.0159936298	0.0112930930	0.0087261600	0.0070797429	0.0059800453	0.0052983191	0.0050790822	0.0058376710	0.0120898678	0.0253390943	0.0185873771	0.0144128154	0.0127231920	0.0116185806	0.0095636187	0.0081267196	0.0070996575	0.0063811274	0.0059659507	0.0060088276	0.0073158532	0.0137114394	0.0159167588	0.0130937441	0.0111146868	0.0103179529	0.0091573353	0.0079811161	0.0070895646	0.0064302398	0.0059823620	0.0057929276	0.0060867342	0.0077668040	0.0114375623	0.0113090728	0.0098747063	0.0088573428	0.0082340554	0.0074033835	0.0066597881	0.0060790132	0.0056511467	0.0053881149	0.0053648904	0.0058371452	0.0074194567	0.0089512753	0.0085344690	0.0077283796	0.0071446219	0.0066308458	0.0060595733	0.0055662812	0.0051793171	0.0049046555	0.0047696284	0.0048617468	0.0054070656	0.0065258632	0.0070255743	0.0066625202	0.0061780510	0.0057896356	0.0053920419	0.0049961649	0.0046605282	0.0044011753	0.0042310496	0.0041842068	0.0043450736	0.0048483631	0.0054818014	0.0055826166	0.0053094021	0.0049976063	0.0047131225	0.0044172379	0.0041397082	0.0039085604	0.0037360756	0.0036380896	0.0036492275	0.0038348471	0.0042189839	0.0045199316	0.0044861663	0.0042864186	0.0040705363
