1.365 1.4382 0 150.015 5.93288e-05
1.365 1.4382 0 151.017 0.000107661
1.365 1.4382 0 152.02 0.0001111
1.365 1.4382 0 153.022 0.000108512
1.365 1.4382 0 154.025 0.000105591
1.365 1.4382 0 155.027 0.000102731
1.365 1.4382 0 156.03 9.99553e-05
1.365 1.4382 0 157.032 9.72616e-05
1.365 1.4382 0 158.035 9.46472e-05
1.365 1.4382 0 159.037 9.21093e-05
1.365 1.4382 0 160.04 8.96454e-05
1.365 1.4382 0 161.042 8.7253e-05
1.365 1.4382 0 162.045 8.49299e-05
1.365 1.4382 0 163.047 8.26738e-05
1.365 1.4382 0 164.05 8.04827e-05
1.365 1.4382 0 165.052 7.83544e-05
1.365 1.4382 0 166.054 7.6287e-05
1.365 1.4382 0 167.057 7.42787e-05
1.365 1.4382 0 168.059 7.23275e-05
1.365 1.4382 0 169.062 7.04318e-05
1.365 1.4382 0 170.064 6.85898e-05
1.365 1.4382 0 171.067 6.67999e-05
1.365 1.4382 0 172.069 6.50605e-05
1.365 1.4382 0 173.072 6.33701e-05
1.365 1.4382 0 174.074 6.17272e-05
1.365 1.4382 0 175.077 6.01302e-05
1.365 1.4382 0 176.079 5.8578e-05
1.365 1.4382 0 177.082 5.7069e-05
1.365 1.4382 0 178.084 5.5602e-05
1.365 1.4382 0 179.087 5.41758e-05
1.365 1.4382 0 180.089 5.27891e-05
1.365 1.4382 0 181.092 5.14408e-05
1.365 1.4382 0 182.094 5.01296e-05
1.365 1.4382 0 183.096 4.88546e-05
1.365 1.4382 0 184.099 4.76145e-05
1.365 1.4382 0 185.101 4.64085e-05
1.365 1.4382 0 186.104 4.52355e-05
1.365 1.4382 0 187.106 4.40944e-05
1.365 1.4382 0 188.109 4.29845e-05
1.365 1.4382 0 189.111 4.19047e-05
1.365 1.4382 0 190.114 4.08542e-05
1.365 1.4382 0 191.116 3.98322e-05
1.365 1.4382 0 192.119 3.88377e-05
1.365 1.4382 0 193.121 3.787e-05
1.365 1.4382 0 194.124 3.69284e-05
1.365 1.4382 0 195.126 3.6012e-05
1.365 1.4382 0 196.129 3.51202e-05
1.365 1.4382 0 197.131 3.42522e-05
1.365 1.4382 0 198.133 3.34073e-05
1.365 1.4382 0 199.136 3.25849e-05
1.365 1.4382 0 200.138 3.17844e-05
1.365 1.4382 0 201.141 3.10051e-05
1.365 1.4382 0 202.143 3.02464e-05
1.365 1.4382 0 203.146 2.95077e-05
1.365 1.4382 0 204.148 2.87884e-05
1.365 1.4382 0 205.151 2.80881e-05
1.365 1.4382 0 206.153 2.74061e-05
1.365 1.4382 0 207.156 2.6742e-05
1.365 1.4382 0 208.158 2.60952e-05
1.365 1.4382 0 209.161 2.54652e-05
1.365 1.4382 0 210.163 2.48517e-05
1.365 1.4382 0 211.166 2.42541e-05
1.365 1.4382 0 212.168 2.3672e-05
1.365 1.4382 0 213.171 2.31049e-05
1.365 1.4382 0 214.173 2.25524e-05
1.365 1.4382 0 215.175 2.20142e-05
1.365 1.4382 0 216.178 2.14898e-05
1.365 1.4382 0 217.18 2.09788e-05
1.365 1.4382 0 218.183 2.0481e-05
1.365 1.4382 0 219.185 1.99958e-05
1.365 1.4382 0 220.188 1.9523e-05
1.365 1.4382 0 221.19 1.90622e-05
1.365 1.4382 0 222.193 1.86132e-05
1.365 1.4382 0 223.195 1.81755e-05
1.365 1.4382 0 224.198 1.77489e-05
1.365 1.4382 0 225.2 1.7333e-05
1.365 1.4382 0 226.203 1.69276e-05
1.365 1.4382 0 227.205 1.65325e-05
1.365 1.4382 0 228.208 1.61472e-05
1.365 1.4382 0 229.21 1.57716e-05
1.365 1.4382 0 230.212 1.54053e-05
1.365 1.4382 0 231.215 1.50482e-05
1.365 1.4382 0 232.217 1.47e-05
1.365 1.4382 0 233.22 1.43605e-05
1.365 1.4382 0 234.222 1.40294e-05
1.365 1.4382 0 235.225 1.37064e-05
1.365 1.4382 0 236.227 1.33915e-05
1.365 1.4382 0 237.23 1.30843e-05
1.365 1.4382 0 238.232 1.27847e-05
1.365 1.4382 0 239.235 1.24924e-05
1.365 1.4382 0 240.237 1.22073e-05
1.365 1.4382 0 241.24 1.19292e-05
1.365 1.4382 0 242.242 1.16579e-05
1.365 1.4382 0 243.245 1.13932e-05
1.365 1.4382 0 244.247 1.11349e-05
1.365 1.4382 0 245.25 1.08829e-05
1.365 1.4382 0 246.252 1.0637e-05
1.365 1.4382 0 247.254 1.03971e-05
1.365 1.4382 0 248.257 1.01629e-05
1.365 1.4382 0 249.259 9.93446e-06
1.365 1.4382 0 250.262 9.71148e-06
1.365 1.4382 0 251.264 9.49385e-06
1.365 1.4382 0 252.267 9.28144e-06
1.365 1.4382 0 253.269 9.07412e-06
1.365 1.4382 0 254.272 8.87175e-06
1.365 1.4382 0 255.274 8.67421e-06
1.365 1.4382 0 256.277 8.48137e-06
1.365 1.4382 0 257.279 8.29312e-06
1.365 1.4382 0 258.282 8.10934e-06
1.365 1.4382 0 259.284 7.92991e-06
1.365 1.4382 0 260.287 7.75472e-06
1.365 1.4382 0 261.289 7.58366e-06
1.365 1.4382 0 262.291 7.41664e-06
1.365 1.4382 0 263.294 7.25355e-06
1.365 1.4382 0 264.296 7.09429e-06
1.365 1.4382 0 265.299 6.93876e-06
1.365 1.4382 0 266.301 6.78686e-06
1.365 1.4382 0 267.304 6.63852e-06
1.365 1.4382 0 268.306 6.49364e-06
1.365 1.4382 0 269.309 6.35213e-06
1.365 1.4382 0 270.311 6.21391e-06
1.365 1.4382 0 271.314 6.0789e-06
