% Model:              Potential_W500_Wp250_Gap100_V1=0-5um,10um_Correct.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 12 2025, 16:03
% Dimension:          1
% Nodes:              111
% Expressions:        1
% Description:        Line graph
% Arc length (m)          Dependent variable u
0                         -1
1.9916590935823875E-8     -1.0000000000000173
3.269987884856212E-8      -1.0000000000000222
3.9876046221639797E-8     -1.000000000000025
5.071216779202686E-8      -1.0000000000000249
5.988732167822902E-8      -1.0000000000000249
6.608880613784444E-8      -1.0000000000000224
7.991925145951819E-8      -1.0000000000000167
9.999999999999998E-8      -1
1.2267692306395662E-7     -0.917500467101336
1.4159874497202258E-7     -0.8499509242969427
1.479418597435731E-7      -0.8271263928645671
1.5177929465387987E-7     -0.8136639650184712
1.7696680405565102E-7     -0.7267871954134941
1.851802595496619E-7      -0.699678254331059
2.0636560661398886E-7     -0.628719701371562
2.346064609119209E-7      -0.5465322568525268
2.482898264262885E-7      -0.504871268697515
2.6317632400763204E-7     -0.4671955315897114
2.8991598113252833E-7     -0.3958469478302349
3.149255604786915E-7      -0.3417784596748412
3.3144697637746256E-7     -0.303985078676728
3.474308152423186E-7      -0.27474573201896196
3.7203408003273434E-7     -0.22683022658805202
4.0238633708708837E-7     -0.18014227159900525
4.1149567204510156E-7     -0.16525627404869855
4.1847148412214596E-7     -0.15611986210375028
4.532601316702731E-7      -0.10864132633921614
4.912615617077941E-7      -0.06674594432911017
4.940614367505662E-7      -0.06357854107498588
4.970425898855704E-7      -0.060823795235257105
5.306617057580439E-7      -0.028196678877603656
5.550623647852497E-7      -0.008663094630188179
5.649775316771864E-7      -6.833686034399589E-4
5.85812867247514E-7       0.013740518778851555
5.998486679893026E-7      0.023786472264197882
6.080410374702479E-7      0.02864435291738683
6.36211805466344E-7       0.0460042267345983
6.667042714384408E-7      0.061320179238048694
6.776332630353152E-7      0.06704621799716982
6.843407131874424E-7      0.06987647369039025
7.14291651837615E-7       0.0829735463456574
7.31162627817053E-7       0.08926800901808127
7.391075793095267E-7      0.09234673173513845
7.717816752957409E-7      0.1033478436842956
7.722298595184278E-7      0.10349880956810906
7.734359566444667E-7      0.10384113237147528
8.102978929750087E-7      0.1148115156707825
8.270313323483749E-7      0.11895836829548878
8.510892263282436E-7      0.12495246839271315
8.869644969177123E-7      0.1323546477603046
8.906183780007996E-7      0.13311265290628208
8.977076783923681E-7      0.13433555673223285
9.289099014341751E-7      0.14001076993770173
9.434580032568577E-7      0.1422236510344867
9.67870407793842E-7       0.14590343271996875
9.990552226723537E-7      0.1498576635831859
1.0073436555272527E-6     0.15088852023221347
1.0392698925723808E-6     0.15416792433161358
1.0555278162829389E-6     0.15591321841462766
1.0591203328609014E-6     0.156246311229808
1.0702010185411946E-6     0.15714582238166766
1.0998822712361005E-6     0.1596766453994782
1.120633404256336E-6      0.16108588837289411
1.1325191684730747E-6     0.1619382103430629
1.1390895233056608E-6     0.1623094365750946
1.1660155872477875E-6     0.16392179719512068
1.1870225628903635E-6     0.1649122459147428
1.198608418455604E-6      0.1654891109100541
1.2251952956060706E-6     0.16650766679209028
1.2330590168992308E-6     0.16682885155593669
1.2364983495598053E-6     0.1669340918600176
1.2689764636099983E-6     0.16797304439099608
1.2866500824373554E-6     0.1683721578634057
1.305790191249617E-6      0.16882712200648892
1.3388352923225776E-6     0.16933482024265767
1.342765139017045E-6      0.1693982257175613
1.3523248632924138E-6     0.1694824080565515
1.3802954339600388E-6     0.16977417823670138
1.3906543252210401E-6     0.16982513745434963
1.4179001312521024E-6     0.16993963808922546
1.438096534477749E-6      0.16990864524812027
1.4500814187509028E-6     0.1698929594615048
1.4692711261463062E-6     0.16981880876215616
1.4886748495955385E-6     0.16968256398072412
1.5062189430502213E-6     0.16956779852703266
1.5210467701242957E-6     0.1693937274460111
1.551714746120686E-6      0.16902026888971283
1.5699252884197186E-6     0.16873910974516906
1.5857818023965486E-6     0.1685015563110948
1.6114386506987193E-6     0.1680123926796525
1.6236447524085358E-6     0.16779299708373632
1.6336854998251515E-6     0.16757176293574666
1.6652710169556497E-6     0.1669061971023813
1.6929216287979637E-6     0.16621744331952445
1.7070377411678416E-6     0.16587214760949973
1.7298611898608896E-6     0.1652441908633079
1.7475031694544526E-6     0.16477352637081677
1.759347378422238E-6      0.16442376189566207
1.7857525944865903E-6     0.16365748814417508
1.8185241898370352E-6     0.16261972163615165
1.823573151406498E-6      0.16246382500675347
1.8279579734709472E-6     0.16231803209501972
1.863174933016528E-6      0.16115926633022182
1.8951959584407617E-6     0.16003858993956754
1.9036033935859801E-6     0.15974588541519308
1.9156425392124513E-6     0.1593045009332021
1.9438724570990098E-6     0.1582831227878449
1.9626012102623392E-6     0.1575726688609893
1.9861267541612782E-6     0.15668545469931583
2.0E-6                    0.15613990742473288
