% Model:              Potential_W500_Wp250_Gap100_V1=0-5um,10um_Correct.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 12 2025, 16:01
% Dimension:          1
% Nodes:              329
% Expressions:        1
% Description:        Line graph
% Arc length (m)          Dependent variable u
0                         -1
6.094122144973307E-9      -1.0000000000000044
1.0920132234426088E-8     -1.0000000000000075
1.218824428994661E-8      -1.0000000000000084
1.3789573258724554E-8     -1.0000000000000093
1.8282366434919905E-8     -1.0000000000000122
2.2913212525502883E-8     -1.000000000000014
2.6067580249376188E-8     -1.0000000000000153
2.988791626219537E-8      -1.0000000000000167
3.3852794063832475E-8     -1.0000000000000182
3.712650677512792E-8      -1.000000000000019
4.152058233111063E-8      -1.0000000000000204
4.466190992184823E-8      -1.000000000000021
4.816459607838624E-8      -1.0000000000000209
5.19643408770569E-8       -1.0000000000000209
5.5526646448580295E-8     -1.0000000000000209
5.9266771832265563E-8     -1.0000000000000207
6.288869681877434E-8      -1.0000000000000209
6.638752204660805E-8      -1.00000000000002
6.893927371647452E-8      -1.0000000000000189
7.297865515355637E-8      -1.000000000000017
7.418512660169815E-8      -1.0000000000000167
7.494727684187605E-8      -1.0000000000000162
7.943097948692178E-8      -1.0000000000000142
8.606612361756401E-8      -1.0000000000000098
8.628731965794785E-8      -1.0000000000000098
8.650160260218917E-8      -1.0000000000000095
9.31436598289739E-8       -1.0000000000000049
9.999999999999998E-8      -1
1.0796086611895871E-7     -0.9382903523995494
1.1510275389030009E-7     -0.8851052341400939
1.1592173223791742E-7     -0.8786683871307179
1.168346249055774E-7      -0.8717715668346425
1.238825983568762E-7      -0.8198441700247628
1.2964660244903878E-7     -0.7801479673873705
1.3068007024193992E-7     -0.7727043461485298
1.316879141714166E-7      -0.7659304691650946
1.3747754212700358E-7     -0.7275628381670594
1.434143681076748E-7      -0.6910777821967238
1.443959894379476E-7      -0.6848276718443116
1.501782519209418E-7      -0.6516353614899784
1.5435852334020094E-7     -0.6274459195893526
1.5480230981568656E-7     -0.6250225126959165
1.64011762348081E-7       -0.5764277655513036
1.6548035714022053E-7     -0.5691570553212045
1.7366500135596114E-7     -0.5301436352640797
1.7603303946461934E-7     -0.5191678548469493
1.8156081988419945E-7     -0.4960875670026802
1.8776649442046632E-7     -0.46943205917127623
1.9122436123844237E-7     -0.45655420833495475
2.0012345924832634E-7     -0.42190415807080595
2.104667562317811E-7      -0.38753821437376446
2.1248042407618636E-7     -0.38050654018786567
2.1646245459520598E-7     -0.3682468864900888
2.2339606029793431E-7     -0.3467265266463755
2.2618512638258974E-7     -0.3391516489686886
2.3496505600534732E-7     -0.31383314760283443
2.44466676002878E-7       -0.28994834085453774
2.467582868761583E-7      -0.2838658555668042
2.515354805457354E-7      -0.272735436893252
2.5876621072517894E-7     -0.2557255579245934
2.620925475478236E-7      -0.2488480796149918
2.707741345741996E-7      -0.22951627693885224
2.7962445006445715E-7     -0.2123298532617513
2.8294030416322225E-7     -0.20543097976724675
2.9033917917622714E-7     -0.19190217828911071
2.95065895194748E-7       -0.18320373541555574
2.971418837410089E-7      -0.179819156899219
3.0706132337199737E-7     -0.16251139252790242
3.1440574171304385E-7     -0.15123839782004664
3.190567515492467E-7      -0.14356705100053424
3.3088630058853977E-7     -0.1261995940470675
3.309990829242364E-7      -0.12603359618444815
3.3104121623892025E-7     -0.12597847554402897
3.4359560670872086E-7     -0.10832121754936921
3.4808108168519834E-7     -0.10274565544021676
3.5619444669790326E-7     -0.09198768902256389
3.646243114825731E-7      -0.08205567816174442
3.6921653446523104E-7     -0.07625547046650163
3.807161453126412E-7      -0.06328758260409661
3.8223022312338286E-7     -0.061461295911460524
3.8631117244235505E-7     -0.057090893923295166
3.9518047141949914E-7     -0.04753607711026826
3.986189930463467E-7      -0.044254505199630215
4.088886089053738E-7      -0.03370991516996885
4.171720109014838E-7      -0.026114759610837625
4.2259674639124826E-7     -0.02074789179089323
4.35725028756621E-7       -0.009201965118544063
4.3629739989603137E-7     -0.008662248958646975
4.3765329014043883E-7     -0.007514658308932999
4.498068999346559E-7      0.00277357239869407
4.554853623474743E-7      0.007123115699828816
4.6332274155066383E-7     0.013525999674356968
4.753161342511592E-7      0.022358210424643327
4.768385831666718E-7      0.023557014884392085
4.802108072750096E-7      0.025961353128832205
4.894243640157007E-7      0.03253180389593176
4.931244953369795E-7      0.03492997025985206
5.02677695386381E-7       0.04154413882223135
5.116941720209813E-7      0.04717150599246665
5.162090058272446E-7      0.05015898071616575
5.289438167397219E-7      0.0577337363459829
5.32044507038819E-7       0.05968922986885158
5.457694279068994E-7      0.06745179663757339
5.476332059101732E-7      0.06857734903381134
5.53223548475737E-7       0.07158168714977547
5.616169705746771E-7      0.07610825888188
5.653164196908417E-7      0.07791921298035455
5.747955377531082E-7      0.08289484325483161
5.856849024186502E-7      0.08814707193969229
5.881886610679584E-7      0.08933251598905714
5.924821488964316E-7      0.09127884687689199
6.026023930871682E-7      0.09602213079999503
6.143931888905445E-7      0.10118804509800314
6.144176087721661E-7      0.1011986762667561
6.144261514347658E-7      0.10120211548421905
6.278416130084135E-7      0.10691346609490918
6.342705824613491E-7      0.10941749641482883
6.412667812760321E-7      0.11229109826159728
6.535643370923487E-7      0.11693760709027345
6.544087337230445E-7      0.11727397060100817
6.56305029975483E-7       0.11797205546198396
6.675506861700569E-7      0.12211317255523513
6.725582340088768E-7      0.1238058459734842
6.80858623586968E-7       0.1267585534304545
6.913008780145132E-7      0.13018212903941775
6.939755547356549E-7      0.1311021477928374
7.006373823017706E-7      0.13321790222770064
7.071323376683592E-7      0.1352819544967406
7.09882633082211E-7       0.13608802021185587
7.203302486340889E-7      0.13930372910548666
7.286453320777534E-7      0.14166832743001095
7.33178326618185E-7       0.143019399040499
7.435336434717373E-7      0.1458886478520117
7.456345453770057E-7      0.1464698448383722
7.46554205972741E-7       0.14670497322229334
7.580907641358267E-7      0.14979672023515422
7.64358032584668E-7       0.15136342017572485
7.689204606882694E-7      0.1525575114407925
7.762037850257669E-7      0.1543490212467283
7.797501572407122E-7      0.15522083636012676
7.819716796540414E-7      0.15573197395403948
7.90130221022339E-7       0.15768580332031454
7.989918559160714E-7      0.1597072059601677
8.001538747117776E-7      0.1599785464430152
8.009314587338255E-7      0.16015347128647361
8.115383457901842E-7      0.16250086623293797
8.215509934045412E-7      0.16463516714848359
8.230372600749099E-7      0.164944895413211
8.260579646088538E-7      0.1655574302303899
8.338075436965298E-7      0.16715355692166403
8.364881148154357E-7      0.16769614178706924
8.445778273181497E-7      0.16928411247456673
8.509838280238641E-7      0.170518843214582
8.552713884699336E-7      0.17132200898939248
8.645231441699865E-7      0.17300433215759398
8.674668806410605E-7      0.17355177896174415
8.693745486417674E-7      0.17389718299839776
8.788425144804568E-7      0.17555813271835274
8.881220830831437E-7      0.177140477236154
8.902181483198532E-7      0.17748609046365624
8.999473083419003E-7      0.1790917303206726
9.033061707285318E-7      0.17961133722110056
9.132353114541233E-7      0.18118736545133912
9.207842532464542E-7      0.18231042635287747
9.265233145663465E-7      0.18318736013013523
9.382623357643765E-7      0.18486420878493492
9.396245887988985E-7      0.18506480388596103
9.427393344466803E-7      0.1854933208729133
9.524211984287673E-7      0.18683536416518903
9.571275802035996E-7      0.18744497394091075
9.653182979155324E-7      0.18854261308942954
9.762939966405936E-7      0.18991374475440842
9.782153974022975E-7      0.19016238576492897
9.826479227845942E-7      0.19069753813210982
9.915894096854868E-7      0.1917826030878501
9.95466774293618E-7       0.1922217111978346
1.0038859133457145E-6     0.19320929194201836
1.0116428071877996E-6     0.19405840107000447
1.0157424834691217E-6     0.1945231398906666
1.0212895158805903E-6     0.19511616796995704
1.0289576586747095E-6     0.19593085911911973
1.0406435109434061E-6     0.19711105389665362
1.0421728338802972E-6     0.19726960800330118
1.0431763607424168E-6     0.19736838101571993
1.0545800130501067E-6     0.19849283847401347
1.0626098617766268E-6     0.19922666370447306
1.068588334193943E-6      0.1997924577019501
1.0796114368285543E-6     0.20076171814335272
1.0834560927883398E-6     0.20110858775741863
1.0966130118804813E-6     0.20220735617261085
1.098323851382736E-6      0.20235415290254574
1.10355030273372E-6       0.20277162058603448
1.111303842607162E-6      0.2033959876654044
1.1138871469190583E-6     0.20358993856273316
1.1239072148699535E-6     0.20436542360047447
1.1296612608137355E-6     0.20478065822366268
1.1364170071879306E-6     0.20528196490144532
1.1465424526947834E-6     0.20598415752593574
1.1487179740386134E-6     0.2061397160954227
1.1536649708328244E-6     0.20647105379301198
1.1610189408892957E-6     0.20696771821197452
1.1642529674078612E-6     0.20717149555905567
1.1726644025770103E-6     0.20771933346501537
1.182076371560992E-6      0.20829160300800414
1.1850844446229097E-6     0.208480600195526
1.191342847458187E-6      0.20884757966132828
1.197496771545076E-6      0.2092109862368731
1.2003164454623265E-6     0.2093655234840931
1.2099012621836494E-6     0.20991091521210808
1.2187037344986761E-6     0.21037576317856055
1.222880585104479E-6      0.21060455481690327
1.231154942679218E-6      0.21102526204159044
1.2357248932384689E-6     0.21125934055320716
1.2380317793730704E-6     0.21136843278818235
1.2485692013724592E-6     0.2118862744235727
1.257192898131491E-6      0.2122776636927811
1.261948673291911E-6      0.21250204558004993
1.2733486883109608E-6     0.21299891412793173
1.2753281452113631E-6     0.2130858937012999
1.276153920610985E-6      0.21311920969627543
1.2887938468293435E-6     0.2136497257083664
1.295268164610619E-6      0.2138993162152792
1.3025483717797794E-6     0.21419061784801674
1.3142737848501172E-6     0.21462168146684374
1.3163028967302145E-6     0.21469924458548667
1.321617877404847E-6      0.2148851388352504
1.3299785665374868E-6     0.21518014304136948
1.333242408824505E-6      0.21528555733530536
1.343706196025418E-6      0.21563646167972292
1.3522582106580237E-6     0.21589920507637494
1.3574864316232536E-6     0.2160655937525049
1.3712473341532213E-6     0.2164648383780476
1.3712666672210896E-6     0.21646540467957057
1.3712739379179752E-6     0.2164655985002545
1.384814413656539E-6      0.21684165369425898
1.3900966799884287E-6     0.21697526289187707
1.398429492287596E-6      0.21719437000642855
1.4090459152020106E-6     0.21744727730545008
1.4120876012793165E-6     0.21752246451169807
1.4197539532577812E-6     0.2176941593318829
1.4255377139845304E-6     0.2178253847187662
1.4278050429547308E-6     0.2178718558017962
1.4389878266897438E-6     0.21811128748013228
1.4465278202167536E-6     0.21825619189007292
1.4524315850889575E-6     0.21837458564457524
1.4651724761677749E-6     0.21860369445715924
1.465772464748184E-6      0.2186149394040761
1.4672881346701365E-6     0.21864039718519054
1.479151189277838E-6      0.21884265028900945
1.4838229124033946E-6     0.21891310459802021
1.4925347644894739E-6     0.21905127474507285
1.5025030094236478E-6     0.21919087880231675
1.5058713385647133E-6     0.21924044245965602
1.514344445963792E-6      0.21935025713811482
1.5191751695025832E-6     0.2194139074763219
1.5210955354441162E-6     0.21943584173520508
1.5324790004404533E-6     0.2195732746328952
1.5397292996299049E-6     0.21964874695836595
1.5458340703330013E-6     0.21971630174667026
1.5584281809245463E-6     0.21983572887253044
1.5591867570084464E-6     0.21984337378738564
1.561112707935386E-6      0.21985976256338008
1.5725000007074768E-6     0.219958997830824
1.5770304679355968E-6     0.21999168340223785
1.585833979914281E-6      0.22006003035048793
1.5957750179927204E-6     0.22012311409677804
1.599167959121085E-6      0.22014650766965543
1.6075296288426548E-6     0.22019230426257647
1.6124964547423925E-6     0.2202204043342272
1.6145253633124933E-6     0.22022915905412915
1.6258074152363415E-6     0.22028346353524886
1.633301919549393E-6      0.22030999465911288
1.639129603974542E-6      0.22033326814961174
1.652078475786293E-6      0.22036849340996711
1.6524517927127421E-6     0.22036967826775158
1.653347706315023E-6      0.22037144528773503
1.6656936710094722E-6     0.22039778818765407
1.6708315205907237E-6     0.2204028387846929
1.6789970870664074E-6     0.22041425161831324
1.6896553217061681E-6     0.2204169739315595
1.69233951726885E-6       0.22041865819195433
1.6987535472208908E-6     0.2204157190076732
1.705605402633472E-6      0.22041366276996396
1.708471461898309E-6      0.22040983534522057
1.7188712879980938E-6     0.2203999084278867
1.7272863279938638E-6     0.22038316368511376
1.7321727448575647E-6     0.22037514340315442
1.7438147499326408E-6     0.2203445387694427
1.7454717440852035E-6     0.2203404222113507
1.746172543554826E-6      0.22033802598762292
1.7587370626130413E-6     0.22029900523781432
1.7650482187482552E-6     0.2202735047022934
1.7720023811408791E-6     0.22024758718177473
1.7839297210264578E-6     0.22019259483589976
1.7852264496498875E-6     0.22018697724614222
1.7883614706101076E-6     0.22017076184159123
1.798578208459782E-6      0.22011919047333744
1.802804124833502E-6      0.22009430847986652
1.8119299672696766E-6     0.22004286387335248
1.821613440565382E-6      0.2199804737719745
1.8255463641519926E-6     0.2199561187047312
1.83598135416575E-6       0.21988341511516654
1.8391627610343087E-6     0.21986161546195832
1.8403618259203764E-6     0.21985247033452812
1.8526050707858865E-6     0.21976211958143105
1.8595938592475609E-6     0.21970526870217383
1.866097373060749E-6      0.21965390351893238
1.8788954508337635E-6     0.21954369016871114
1.8795896753356113E-6     0.2195378759034021
1.8812020389697082E-6     0.21952322138901742
1.8933487601013054E-6     0.21941421262952315
1.8983310551319629E-6     0.21936596556940602
1.9056245896063676E-6     0.219297123307112
1.9182657691086757E-6     0.21917012133104388
1.9188811766314117E-6     0.21916401888385625
1.9192362460283826E-6     0.21916028213778038
1.9321377636564564E-6     0.21902625471479426
1.9367283306648375E-6     0.21897629742732555
1.944612600071158E-6      0.21889047807595435
1.9487186601567426E-6     0.21884413813112125
1.9597838754715825E-6     0.2187176814519443
1.9598103426636366E-6     0.21871738384260486
1.959823374893931E-6      0.21871723383195427
1.970902025170529E-6      0.21858730759826783
1.976376511736213E-6      0.21852164713415573
1.983686271350996E-6      0.21843192991404303
1.989236482663646E-6      0.21836397972265703
2.0E-6                    0.21822709994248496
