% Model:              Potential_W500_Wp250_Gap100_V1=0-5um,10um_Correct.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 12 2025, 16:04
% Dimension:          1
% Nodes:              315
% Expressions:        1
% Description:        Line graph
% Arc length (m)          Dependent variable u
0                         1
6.724587427478847E-9      1.0000000000000053
1.1904315230949852E-8     1.0000000000000087
1.3449174854957706E-8     1.0000000000000098
1.5454790593657547E-8     1.0000000000000109
2.017376228243656E-8      1.0000000000000135
2.410359726734875E-8      1.000000000000015
2.550177949177153E-8      1.0000000000000155
2.648947754756625E-8      1.000000000000016
3.08297967011065E-8       1.0000000000000178
3.5581290453183656E-8     1.0000000000000198
3.631600809478873E-8      1.00000000000002
4.2550896438315074E-8     1.0000000000000202
4.3404869528636384E-8     1.0000000000000202
4.9485247595198576E-8     1.0000000000000204
5.0493730962484E-8        1.0000000000000202
5.641959875208199E-8      1.0000000000000198
5.735432442558633E-8      1.0000000000000198
5.88679549223538E-8       1.0000000000000193
6.519997563484895E-8      1.000000000000017
7.187749743264063E-8      1.0000000000000149
7.309400584310835E-8      1.0000000000000142
7.424757099576028E-8      1.0000000000000138
8.098803605136775E-8      1.0000000000000115
8.67813908716688E-8       1.000000000000008
8.732535736757849E-8      1.0000000000000078
8.782632325709719E-8      1.0000000000000073
9.366267868378924E-8      1.0000000000000042
9.999999999999998E-8      1
1.0773332084049429E-7     0.9450311232441833
1.1253983856633841E-7     0.9113448694065325
1.1546664168098863E-7     0.8916792990605982
1.2017564491650096E-7     0.8605079246564504
1.2319996252148294E-7     0.8395642471501134
1.25561547233799E-7       0.8242216095737342
1.3205361077267435E-7     0.7830870371243317
1.4038283905138376E-7     0.7350342663253101
1.4090725902386583E-7     0.7318773215233522
1.4131600851043126E-7     0.7296484427290636
1.4831643638388246E-7     0.6909749875120655
1.5291409337279303E-7     0.6683133415473057
1.5872141870189374E-7     0.6396956967902144
1.6672613694587277E-7     0.6039533969803841
1.703657297373891E-7      0.5883021383540787
1.8053818051895249E-7     0.5492645594228865
1.8201004077288454E-7     0.5438588554194379
1.9300453779209504E-7     0.5059228130370775
1.9558891189359108E-7     0.4977334465826832
2.0605363581474212E-7     0.4671728732620899
2.0756984010353083E-7     0.46259988947351693
2.079442827669061E-7      0.4615635763438745
2.195507683134706E-7      0.4318321901890205
2.2375316493037844E-7     0.4219867519796665
2.3274020725577943E-7     0.40198977742027464
2.4258840265822505E-7     0.3821643521721534
2.454699219818562E-7      0.3768011730970413
2.559582595825893E-7      0.3583621385493879
2.5684461608202707E-7     0.3569345453996884
2.585887960122642E-7      0.3543554463691799
2.684150582420413E-7      0.3388670467302553
2.7612895652917684E-7     0.32792580225128254
2.799855004020557E-7      0.32268511948177453
2.8489811526745357E-7     0.316784762877731
2.9192537013562155E-7     0.30776039704552316
2.966174948984222E-7      0.30239301165834953
3.0464777811088106E-7     0.29357499741086324
3.152492205498521E-7      0.28334369877657756
3.171281446121296E-7      0.2813750857237933
3.185513747472409E-7      0.28007322196180207
3.2960851111337806E-7     0.27040739626836774
3.4176129116329327E-7     0.26114589221535567
3.430798422803714E-7      0.26018167328732444
3.446893914472218E-7      0.2591616351821
3.565511734473647E-7      0.25074862842988616
3.662684074585694E-7      0.24480437155829735
3.6997078458058905E-7     0.2426538311653875
3.7398045932423753E-7     0.24066588664949967
3.831038726885624E-7      0.23555312334135953
3.932071044336134E-7      0.2306848511051639
3.9629916429529046E-7     0.22925922697887802
3.9909135405963345E-7     0.22819117982533904
4.0949445590201847E-7     0.2236667205652958
4.210031685563392E-7      0.21940422736529883
4.2280818990899326E-7     0.2187675150059076
4.2446944986728175E-7     0.2182727991696265
4.3612192391596804E-7     0.21424339359869932
4.4878277471429545E-7     0.21056100047897944
4.494326592398746E-7      0.21038322345040367
4.49964792797302E-7       0.21026468164141726
4.626265504996021E-7      0.20688367799021584
4.7381051520595606E-7     0.20438685880965413
4.7582015275984224E-7     0.20386253415144603
4.783092683728656E-7      0.2033220720419866
4.890137550200824E-7      0.20116613436394007
4.979078451784475E-7      0.19968880505737557
5.019249166503259E-7      0.19888649920279913
5.063849774630039E-7      0.19812558233727728
5.148360782805692E-7      0.19680523258755453
5.224477852563371E-7      0.1958376565737994
5.276975236374502E-7      0.19502132083278437
5.332881257804029E-7      0.1942842915770428
5.405155886074064E-7      0.1934434491104137
5.47005686749559E-7       0.19282217939099222
5.534194088682719E-7      0.19204808147119506
5.605618183019071E-7      0.1913332699819944
5.663232291291374E-7      0.1908434514938184
5.717175496540998E-7      0.19047354054668836
5.791953869754134E-7      0.18979702379001714
5.86796268260858E-7       0.18921044739803305
5.92067544821689E-7       0.18887644439779033
5.972534893348639E-7      0.18861680795227165
6.049799228835267E-7      0.18808411147008341
6.127308044032092E-7      0.18763770468822927
6.177875289106174E-7      0.18741109453982713
6.2268566864526E-7        0.18723952894087198
6.30590531922806E-7       0.18683032336127398
6.387513272509925E-7      0.18648773832453824
6.433935349349947E-7      0.18634852335958718
6.480395466909906E-7      0.18624481748570126
6.562286206005684E-7      0.18594063426451338
6.641872317115805E-7      0.18569362388030847
6.690637062661421E-7      0.18559547463131168
6.740813921397776E-7      0.18552513192655906
6.819145084747932E-7      0.1853144868815482
6.899653344653821E-7      0.18514366315687325
6.947505787407796E-7      0.18508780216801474
6.995532544210864E-7      0.18505228082447434
7.075759326601093E-7      0.18490575656225158
7.1556949243223E-7        0.18479395604399856
7.20401286579439E-7       0.18476941851400852
7.248977774720081E-7      0.18476428103705678
7.330142020042878E-7      0.18467000925322774
7.421427720842586E-7      0.18459796178430138
7.456271174291367E-7      0.18459624964665602
7.487251301286453E-7      0.1846062594335831
7.583769888955012E-7      0.1845477253342162
7.693494935245734E-7      0.18451763031925153
7.711740947507867E-7      0.18452454293054266
7.727319960502118E-7      0.184535187712259
7.838657162154934E-7      0.1845149347163601
7.962601188214071E-7      0.18453011962067012
7.965573376802E-7         0.18452791226645163
7.969168047132097E-7      0.1845266290235742
8.093897182798905E-7      0.18454864072270866
8.196344488742471E-7      0.18458865547108574
8.222213858312251E-7      0.184578693164011
8.252720246468335E-7      0.1845766006224852
8.350502303623317E-7      0.18461839469718966
