% Model:              Potential_W500_Wp250_Gap100_V1=0-5um,10um_Correct.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 12 2025, 16:04
% Dimension:          1
% Nodes:              338
% Expressions:        1
% Description:        Line graph
% Arc length (m)          Dependent variable u
0                         -1
6.094122144973307E-9      -1.0000000000000042
1.0920132234426088E-8     -1.0000000000000073
1.218824428994661E-8      -1.0000000000000082
1.3789573258724554E-8     -1.000000000000009
1.8282366434919905E-8     -1.000000000000012
2.2913212525502883E-8     -1.0000000000000138
2.6067580249376188E-8     -1.000000000000015
2.988791626219537E-8      -1.0000000000000167
3.3852794063832475E-8     -1.0000000000000184
3.712650677512792E-8      -1.00000000000002
4.152058233111063E-8      -1.0000000000000215
4.466190992184823E-8      -1.0000000000000218
4.816459607838624E-8      -1.0000000000000218
5.19643408770569E-8       -1.0000000000000215
5.5526646448580295E-8     -1.0000000000000215
5.9266771832265563E-8     -1.0000000000000215
6.288869681877434E-8      -1.0000000000000213
6.638752204660805E-8      -1.0000000000000204
6.893927371647452E-8      -1.000000000000019
7.297865515355637E-8      -1.0000000000000173
7.418512660169815E-8      -1.0000000000000167
7.494727684187605E-8      -1.0000000000000162
7.943097948692178E-8      -1.0000000000000142
8.606612361756401E-8      -1.0000000000000098
8.628731965794785E-8      -1.0000000000000098
8.650160260218917E-8      -1.0000000000000095
9.31436598289739E-8       -1.000000000000005
9.999999999999998E-8      -1
1.0790620649758865E-7     -0.9390768263253652
1.1390880813381067E-7     -0.8949012978028698
1.1581241299517732E-7     -0.8800646791893929
1.1831970800422127E-7     -0.8613913088932301
1.23718619492766E-7       -0.8220890686190646
1.2901525324682372E-7     -0.7864794992674242
1.3335841307206653E-7     -0.756062794939467
1.3838275616048534E-7     -0.7239033446974625
1.42998206651367E-7       -0.6948207125537567
1.469879101398887E-7      -0.6720853229860835
1.517886939839167E-7      -0.6437727596708673
1.5447351540212455E-7     -0.628610907235419
1.6313001138023771E-7     -0.5832514344670223
1.6827769422643922E-7     -0.558354074640034
1.7482415601060725E-7     -0.5276297685114322
1.8208187305075394E-7     -0.4964945299978274
1.8651830064097673E-7     -0.4780984242878321
1.9747510998808973E-7     -0.4363770407975374
1.984578272817777E-7      -0.43268902129465325
2.012684121525557E-7      -0.42319668884305406
2.1020119139241334E-7     -0.3923244775875932
2.1332452587377887E-7     -0.3827029495635143
2.2194455550304897E-7     -0.3558754810193629
2.2904413416893747E-7     -0.3363187853194013
2.3464958660404617E-7     -0.32046085287560144
2.4460896511000414E-7     -0.2955344541492183
2.470590611382372E-7      -0.28925553576738383
2.5730246723531116E-7     -0.26565805023348243
2.58396455495911E-7       -0.2630758197585538
2.60708755932849E-7       -0.25818124251946883
2.698082996292705E-7      -0.23870437237194775
2.7654358904828745E-7     -0.2256865053708416
2.8122014376262994E-7     -0.21622632705046846
2.8753828561585353E-7     -0.20475727462720822
2.926141645045456E-7      -0.19544004790450742
2.9565553464775536E-7     -0.1905228897487572
3.0542617892413477E-7     -0.17363337671259801
3.152379476352193E-7      -0.15858358521556262
3.180678362866705E-7      -0.15395134607941313
3.232220996895321E-7      -0.14651811806976928
3.3070949364920627E-7     -0.1356736674915604
3.347242307713515E-7      -0.1305932185049392
3.4593927453983374E-7     -0.11524231615510484
3.538487222397423E-7      -0.10577468162750805
3.6118455442389606E-7     -0.09629100070027524
3.763316318915364E-7      -0.07932803372888682
3.7644658060553495E-7     -0.0791890665481421
3.7660350335624975E-7     -0.07902140725890545
3.864792154603598E-7      -0.06824576828438128
3.912749253688788E-7      -0.06361463692823907
3.965118503151847E-7      -0.057998187474396015
4.061794728386747E-7      -0.04884268080664465
4.068336967496575E-7      -0.04819399279678032
4.153817884476431E-7      -0.040249212876045964
4.214341688847175E-7      -0.03477724529581116
4.244057085191874E-7      -0.032214303571835086
4.2921422386082993E-7     -0.028188727606244288
4.3342962859073185E-7     -0.024512097993047825
4.379649213795006E-7      -0.020736399963183053
4.450769684903172E-7      -0.015004752929507556
4.510918593916156E-7      -0.010461983457596406
4.5672430838990254E-7     -0.005973273436146339
4.633841536443594E-7      -0.0010031335373274016
4.6802635870099326E-7     0.002364748403998933
4.725287107218889E-7      0.005418893494888462
4.801114692532537E-7      0.01083619935917633
4.892168389349503E-7      0.016931229831781417
4.921655026365188E-7      0.018857796340195625
4.946210871565124E-7      0.02035161135468761
5.042195360197838E-7      0.02649218351154922
5.159665390218775E-7      0.033529466722211985
5.167311121924603E-7      0.033976643996379376
5.173896545748112E-7      0.03433732380248662
5.292426883651368E-7      0.04116147646408434
5.406777051213377E-7      0.04731983704443043
5.417556784442695E-7      0.04792674427511761
5.429436934088818E-7      0.04855632014815246
5.546564534143998E-7      0.05460126480604027
5.654980627070688E-7      0.05986222568748226
5.67555705928801E-7       0.06090510587585737
5.697786859848545E-7      0.061963221582238714
5.804549584432018E-7      0.06691460269515924
5.906082073304011E-7      0.07133862435582726
5.935353115924504E-7      0.07267057616111978
5.966130868564301E-7      0.07399184739931164
6.066156647416991E-7      0.07817972538023937
6.161285712563862E-7      0.08191766353289123
6.196676621469049E-7      0.08336778323943037
6.232583671676133E-7      0.08475706902200608
6.329492995354639E-7      0.08840552086491582
6.424201814475942E-7      0.09176559734606428
6.462455000069074E-7      0.09318068222410039
6.501596976273322E-7      0.09454370256234326
6.595417004783509E-7      0.09772437910678275
6.68952144898114E-7       0.1007332947068153
6.725394402210982E-7      0.10192794977418394
6.75873459310441E-7       0.10298054547856231
6.855371799638459E-7      0.1059514303703859
6.959350268188318E-7      0.10896801704675764
6.985901658586174E-7      0.10976956304769125
7.007723546859147E-7      0.11039417601722107
7.117812908055043E-7      0.1134650367287735
7.239739781399185E-7      0.11666974344779922
7.24947363326041E-7       0.11693710779123795
7.258262454821946E-7      0.11716436090840263
7.381134358465777E-7      0.12026767011319604
7.509172297474314E-7      0.12330997605414254
7.515128162865141E-7      0.12344847318892112
7.521933214192014E-7      0.12359721972495402
7.649121967264506E-7      0.12651262855731374
7.760439142718526E-7      0.12890887043039495
7.783016664559766E-7      0.12938478537563014
7.811404270054273E-7      0.1299485561786806
