-360 -60 1
-360 -59.6992 1
-360 -59.3985 1
-360 -59.0977 1
-360 -58.797 1
-360 -58.4962 1
-360 -58.1955 1
-360 -57.8947 1
-360 -57.594 1
-360 -57.2932 1
-360 -56.9925 1
-360 -56.6917 1
-360 -56.391 1
-360 -56.0902 1
-360 -55.7895 1
-360 -55.4887 1
-360 -55.188 1
-360 -54.8872 1
-360 -54.5865 1
-360 -54.2857 1
-360 -53.985 1
-360 -53.6842 1
-360 -53.3835 1
-360 -53.0827 1
-360 -52.782 1
-360 -52.4812 1
-360 -52.1805 1
-360 -51.8797 1
-360 -51.5789 1
-360 -51.2782 1
-360 -50.9774 1
-360 -50.6767 1
-360 -50.3759 1
-360 -50.0752 1
-360 -49.7744 1
-360 -49.4737 1
-360 -49.1729 1
-360 -48.8722 1
-360 -48.5714 1
-360 -48.2707 1
-360 -47.9699 1
-360 -47.6692 1
-360 -47.3684 1
-360 -47.0677 1
-360 -46.7669 1
-360 -46.4662 1
-360 -46.1654 1
-360 -45.8647 1
-360 -45.5639 1
-360 -45.2632 1
-360 -44.9624 1
-360 -44.6617 1
-360 -44.3609 1
-360 -44.0602 1
-360 -43.7594 1
-360 -43.4586 1
-360 -43.1579 1
-360 -42.8571 1
-360 -42.5564 1
-360 -42.2556 1
-360 -41.9549 1
-360 -41.6541 1
-360 -41.3534 1
-360 -41.0526 1
-360 -40.7519 1
-360 -40.4511 1
-360 -40.1504 1
-360 -39.8496 1
-360 -39.5489 1
-360 -39.2481 1
-360 -38.9474 1
-360 -38.6466 1
-360 -38.3459 1
-360 -38.0451 1
-360 -37.7444 1
-360 -37.4436 1
-360 -37.1429 1
-360 -36.8421 1
-360 -36.5414 1
-360 -36.2406 1
-360 -35.9398 1
-360 -35.6391 1
-360 -35.3383 1
-360 -35.0376 1
-360 -34.7368 1
-360 -34.4361 1
-360 -34.1353 1
-360 -33.8346 1
-360 -33.5338 1
-360 -33.2331 1
-360 -32.9323 1
-360 -32.6316 1
-360 -32.3308 1
-360 -32.0301 1
-360 -31.7293 1
-360 -31.4286 1
-360 -31.1278 1
-360 -30.8271 1
-360 -30.5263 1
-360 -30.2256 1
-360 -29.9248 1
-360 -29.6241 1
-360 -29.3233 1
-360 -29.0226 1
-360 -28.7218 1
-360 -28.4211 1
-360 -28.1203 1
-360 -27.8195 1
-360 -27.5188 1
-360 -27.218 1
-360 -26.9173 1
-360 -26.6165 1
-360 -26.3158 1
-360 -26.015 1
-360 -25.7143 1
-360 -25.4135 1
-360 -25.1128 1
-360 -24.812 1
-360 -24.5113 1
-360 -24.2105 1
-360 -23.9098 1
-360 -23.609 1
-360 -23.3083 1
-360 -23.0075 1
-360 -22.7068 1
-360 -22.406 1
-360 -22.1053 1
-360 -21.8045 1
-360 -21.5038 1
-360 -21.203 1
-360 -20.9023 1
-360 -20.6015 1
-360 -20.3008 1
-360 -20 1
-360 -19.6992 1
-360 -19.3985 1
-360 -19.0977 1
-360 -18.797 1
-360 -18.4962 1
-360 -18.1955 1
-360 -17.8947 1
-360 -17.594 1
-360 -17.2932 1
-360 -16.9925 1
-360 -16.6917 1
-360 -16.391 1
-360 -16.0902 1
-360 -15.7895 1
-360 -15.4887 1
-360 -15.188 1
-360 -14.8872 1
-360 -14.5865 1
-360 -14.2857 1
-360 -13.985 1
-360 -13.6842 1
-360 -13.3835 1
-360 -13.0827 1
-360 -12.782 1
-360 -12.4812 1
-360 -12.1805 1
-360 -11.8797 1
-360 -11.5789 1
-360 -11.2782 1
-360 -10.9774 1
-360 -10.6767 1
-360 -10.3759 1
-360 -10.0752 1
-360 -9.77444 1
-360 -9.47368 1
-360 -9.17293 1
-360 -8.87218 1
-360 -8.57143 1
-360 -8.27068 1
-360 -7.96992 1
-360 -7.66917 1
-360 -7.36842 1
-360 -7.06767 1
-360 -6.76692 1
-360 -6.46617 1
-360 -6.16541 1
-360 -5.86466 1
-360 -5.56391 1
-360 -5.26316 1
-360 -4.96241 1
-360 -4.66165 1
-360 -4.3609 1
-360 -4.06015 1
-360 -3.7594 1
-360 -3.45865 1
-360 -3.15789 1
-360 -2.85714 1
-360 -2.55639 1
-360 -2.25564 1
-360 -1.95489 1
-360 -1.65414 1
-360 -1.35338 1
-360 -1.05263 1
-360 -0.75188 1
-360 -0.451128 1
-360 -0.150376 1
-360 0.150376 1
-360 0.451128 1
-360 0.75188 1
-360 1.05263 1
-360 1.35338 1
-360 1.65414 1
-360 1.95489 1
-360 2.25564 1
-360 2.55639 1
-360 2.85714 1
-360 3.15789 1
-360 3.45865 1
-360 3.7594 1
-360 4.06015 1
-360 4.3609 1
-360 4.66165 1
-360 4.96241 1
-360 5.26316 1
-360 5.56391 1
-360 5.86466 1
-360 6.16541 1
-360 6.46617 1
-360 6.76692 1
-360 7.06767 1
-360 7.36842 1
-360 7.66917 1
-360 7.96992 1
-360 8.27068 1
-360 8.57143 1
-360 8.87218 1
-360 9.17293 1
-360 9.47368 1
-360 9.77444 1
-360 10.0752 1
-360 10.3759 1
-360 10.6767 1
-360 10.9774 1
-360 11.2782 1
-360 11.5789 1
-360 11.8797 1
-360 12.1805 1
-360 12.4812 1
-360 12.782 1
-360 13.0827 1
-360 13.3835 1
-360 13.6842 1
-360 13.985 1
-360 14.2857 1
-360 14.5865 1
-360 14.8872 1
-360 15.188 1
-360 15.4887 1
-360 15.7895 1
-360 16.0902 1
-360 16.391 1
-360 16.6917 1
-360 16.9925 1
-360 17.2932 1
-360 17.594 1
-360 17.8947 1
-360 18.1955 1
-360 18.4962 1
-360 18.797 1
-360 19.0977 1
-360 19.3985 1
-360 19.6992 1
-360 20 1
-360 20.3008 1
-360 20.6015 1
-360 20.9023 1
-360 21.203 1
-360 21.5038 1
-360 21.8045 1
-360 22.1053 1
-360 22.406 1
-360 22.7068 1
-360 23.0075 1
-360 23.3083 1
-360 23.609 1
-360 23.9098 1
-360 24.2105 1
-360 24.5113 1
-360 24.812 1
-360 25.1128 1
-360 25.4135 1
-360 25.7143 1
-360 26.015 1
-360 26.3158 1
-360 26.6165 1
-360 26.9173 1
-360 27.218 1
-360 27.5188 1
-360 27.8195 1
-360 28.1203 1
-360 28.4211 1
-360 28.7218 1
-360 29.0226 1
-360 29.3233 1
-360 29.6241 1
-360 29.9248 1
-360 30.2256 1
-360 30.5263 1
-360 30.8271 1
-360 31.1278 1
-360 31.4286 1
-360 31.7293 1
-360 32.0301 1
-360 32.3308 1
-360 32.6316 1
-360 32.9323 1
-360 33.2331 1
-360 33.5338 1
-360 33.8346 1
-360 34.1353 1
-360 34.4361 1
-360 34.7368 1
-360 35.0376 1
-360 35.3383 1
-360 35.6391 1
-360 35.9398 1
-360 36.2406 1
-360 36.5414 1
-360 36.8421 1
-360 37.1429 1
-360 37.4436 1
-360 37.7444 1
-360 38.0451 1
-360 38.3459 1
-360 38.6466 1
-360 38.9474 1
-360 39.2481 1
-360 39.5489 1
-360 39.8496 1
-360 40.1504 1
-360 40.4511 1
-360 40.7519 1
-360 41.0526 1
-360 41.3534 1
-360 41.6541 1
-360 41.9549 1
-360 42.2556 1
-360 42.5564 1
-360 42.8571 1
-360 43.1579 1
-360 43.4586 1
-360 43.7594 1
-360 44.0602 1
-360 44.3609 1
-360 44.6617 1
-360 44.9624 1
-360 45.2632 1
-360 45.5639 1
-360 45.8647 1
-360 46.1654 1
-360 46.4662 1
-360 46.7669 1
-360 47.0677 1
-360 47.3684 1
-360 47.6692 1
-360 47.9699 1
-360 48.2707 1
-360 48.5714 1
-360 48.8722 1
-360 49.1729 1
-360 49.4737 1
-360 49.7744 1
-360 50.0752 1
-360 50.3759 1
-360 50.6767 1
-360 50.9774 1
-360 51.2782 1
-360 51.5789 1
-360 51.8797 1
-360 52.1805 1
-360 52.4812 1
-360 52.782 1
-360 53.0827 1
-360 53.3835 1
-360 53.6842 1
-360 53.985 1
-360 54.2857 1
-360 54.5865 1
-360 54.8872 1
-360 55.188 1
-360 55.4887 1
-360 55.7895 1
-360 56.0902 1
-360 56.391 1
-360 56.6917 1
-360 56.9925 1
-360 57.2932 1
-360 57.594 1
-360 57.8947 1
-360 58.1955 1
-360 58.4962 1
-360 58.797 1
-360 59.0977 1
-360 59.3985 1
-360 59.6992 1
-360 60 1
-358.195 -60 1
-358.195 -59.6992 1
-358.195 -59.3985 1
-358.195 -59.0977 1
-358.195 -58.797 1
-358.195 -58.4962 1
-358.195 -58.1955 1
-358.195 -57.8947 1
-358.195 -57.594 1
-358.195 -57.2932 1
-358.195 -56.9925 1
-358.195 -56.6917 1
-358.195 -56.391 1
