# energy (eV)    P(omega), $W$ = 400 nm, $h$ = 300 nm, $s$ = 20 nm, $d/W = 5$, $E_{\rm e}$ = 200 keV
0.2000000000	0.0461546683
0.2050000000	0.0465745403
0.2100000000	0.0468702112
0.2150000000	0.0470367014
0.2200000000	0.0470670485
0.2250000000	0.0469517943
0.2300000000	0.0466784950
0.2350000000	0.0462309486
0.2400000000	0.0455883197
0.2450000000	0.0447237554
0.2500000000	0.0436029254
0.2550000000	0.0421816562
0.2600000000	0.0404030253
0.2650000000	0.0422669288
0.2700000000	0.0470014124
0.2750000000	0.0537763522
0.2800000000	0.0632158346
0.2850000000	0.0771321887
0.2900000000	0.0943757380
0.2950000000	0.1190959842
0.3000000000	0.1523273474
0.3050000000	0.2032633731
0.3100000000	0.2742162705
0.3150000000	0.4115072533
0.3200000000	0.6259307287
0.3250000000	0.7727381215
0.3300000000	0.9758211597
0.3350000000	1.2637219950
0.3400000000	1.7156697520
0.3450000000	2.4910697411
0.3500000000	4.0372896300
0.3550000000	7.6166108274
0.3600000000	18.7188901015
0.3650000000	0.0844477182
0.3700000000	8.6757090548
0.3750000000	11.4082896440
0.3800000000	5.3159156423
0.3850000000	2.9945306841
0.3900000000	1.9207445566
0.3950000000	1.3535217307
0.4000000000	1.0250994205
0.4050000000	0.8109905155
0.4100000000	0.6716009004
0.4150000000	0.5796660732
0.4200000000	0.5215621477
0.4250000000	0.4759290390
0.4300000000	0.4220055472
0.4350000000	0.3793282787
0.4400000000	0.3455753807
0.4450000000	0.3187379419
0.4500000000	0.2975500749
0.4550000000	0.2807488627
0.4600000000	0.2676427575
0.4650000000	0.2575003068
0.4700000000	0.2498372826
0.4750000000	0.2443148943
0.4800000000	0.2406374956
0.4850000000	0.2385458491
0.4900000000	0.2378866581
0.4950000000	0.2385419805
0.5000000000	0.2404110548
0.5050000000	0.2434489726
0.5100000000	0.2476189484
0.5150000000	0.2528991326
0.5200000000	0.2593004812
0.5250000000	0.2668319894
0.5300000000	0.2756042203
0.5350000000	0.2856663435
0.5400000000	0.2971068760
0.5450000000	0.3100418901
0.5500000000	0.3246356160
0.5550000000	0.3410676835
0.5600000000	0.3595567424
0.5650000000	0.3803839363
0.5700000000	0.4039373828
0.5750000000	0.4305047432
0.5800000000	0.4606242493
0.5850000000	0.4950312930
0.5900000000	0.5342219369
0.5950000000	0.5792399618
0.6000000000	0.6314643433
0.6050000000	0.6919286401
0.6100000000	0.7630020196
0.6150000000	0.8466492035
0.6200000000	0.9462428230
0.6250000000	1.0666214409
0.6300000000	1.2127196884
0.6350000000	1.3938099320
0.6400000000	1.6201222470
0.6450000000	1.9102203354
0.6500000000	2.2878175882
0.6550000000	2.7930820547
0.6600000000	3.4938366413
0.6650000000	4.4972360748
0.6700000000	6.0166238102
0.6750000000	8.4595727520
0.6800000000	12.7779500154
0.6850000000	21.4430633567
0.6900000000	42.9754318987
0.6950000000	120.6387472566
0.7000000000	585.1095220278
0.7050000000	284.4661195224
0.7100000000	73.0735973310
0.7150000000	31.0751039890
0.7200000000	16.9705655582
0.7250000000	10.6605832970
0.7300000000	7.3117109837
0.7350000000	5.3320233253
0.7400000000	4.0643015842
0.7450000000	3.2038210073
0.7500000000	2.5942719328
0.7550000000	2.1464534135
0.7600000000	1.8089221305
0.7650000000	1.5471711321
0.7700000000	1.3405452815
0.7750000000	1.1746632070
0.7800000000	1.0398616950
0.7850000000	0.9288663131
0.7900000000	0.8358778591
0.7950000000	0.7582153541
0.8000000000	0.6921812273
0.8050000000	0.6356068474
0.8100000000	0.5874450586
0.8150000000	0.5452332285
0.8200000000	0.5084832920
0.8250000000	0.4776436962
0.8300000000	0.4506488336
0.8350000000	0.4271807250
0.8400000000	0.4084919474
0.8450000000	0.3921850104
0.8500000000	0.3783585001
0.8550000000	0.3696190929
0.8600000000	0.3626187670
0.8650000000	0.3576066206
0.8700000000	0.3593522088
0.8750000000	0.3599638792
0.8800000000	0.3580267457
0.8850000000	0.3424596376
0.8900000000	0.2657591565
0.8950000000	-0.1186280932
0.9000000000	-2.1798220048
0.9050000000	-14.3230266359
0.9100000000	2.7273879174
0.9150000000	6.4606875710
0.9200000000	2.6819563141
0.9250000000	1.3952286069
0.9300000000	0.8516770933
0.9350000000	0.5919849749
0.9400000000	0.4518911776
0.9450000000	0.3742369959
0.9500000000	0.3190889691
0.9550000000	0.2821720953
0.9600000000	0.2593387151
0.9650000000	0.2404967663
0.9700000000	0.2270488720
0.9750000000	0.2178794789
0.9800000000	0.2122900547
0.9850000000	0.2112494752
0.9900000000	0.2132553128
0.9950000000	0.2214215282
1.0000000000	0.2409718728
1.0050000000	0.2866386945
1.0100000000	0.4063329371
1.0150000000	0.8165873158
1.0200000000	1.5676768487
1.0250000000	0.7130115670
1.0300000000	0.3654721137
1.0350000000	0.2618894089
1.0400000000	0.2211577409
1.0450000000	0.2020516527
1.0500000000	0.1924777072
1.0550000000	0.1874576320
1.0600000000	0.1852083663
1.0650000000	0.1847937383
1.0700000000	0.1856947155
1.0750000000	0.1877289038
1.0800000000	0.1905332159
1.0850000000	0.1943474986
1.0900000000	0.1998573056
1.0950000000	0.2062798944
1.1000000000	0.2136782860
1.1050000000	0.2220659202
1.1100000000	0.2315755468
1.1150000000	0.2423337395
1.1200000000	0.2544906779
1.1250000000	0.2681706258
1.1300000000	0.2837280194
1.1350000000	0.3014017000
1.1400000000	0.3215494351
1.1450000000	0.3446260972
1.1500000000	0.3709856187
1.1550000000	0.4017302160
1.1600000000	0.4375567958
1.1650000000	0.4793781757
