# h/W    omega_j*W/c    omega_left*W/c    omega_right*W/c    \int\d\Delta\omega_jdP/dz for j = 1
210.0000000000	2.7589346055	1.8846747359	3.6331944750	0.0107005499
240.0000000000	2.5775723502	2.4570976809	2.6980470195	0.0010591100
250.0000000000	2.5501587084	2.4167035798	2.6836138369	0.0009791534
260.0000000000	2.5248307863	2.3883487076	2.6613128649	0.0008968587
270.0000000000	2.5013531193	2.3643102046	2.6383960340	0.0008229175
280.0000000000	3.7778645599	3.5550232826	4.0007058371	0.0047789317
290.0000000000	5.4484331658	5.1464166267	5.7504497050	0.0018587453
300.0000000000	5.2657659911	4.9911533630	5.5403786192	0.0019362811
310.0000000000	3.4416482146	3.2058287930	3.6774676362	0.0050132056
320.0000000000	4.9573098465	4.7021166167	5.2125030762	0.0022751669
330.0000000000	4.8069039377	4.3913493064	5.2224585691	0.0028742414
340.0000000000	4.6710653439	4.4071636204	4.9349670673	0.0027997885
350.0000000000	4.5446595278	4.2565726161	4.8327464394	0.0028981600
360.0000000000	4.4233886573	4.1286825760	4.7180947385	0.0029628037
370.0000000000	4.3100763230	3.9770550771	4.6430975689	0.0030479755
380.0000000000	4.2033254836	3.9523953225	4.4542556447	0.0030479343
390.0000000000	4.1081307453	3.8562205279	4.3600409628	0.0030635500
400.0000000000	4.0115691327	3.7172720757	4.3058661897	0.0031249136
