# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	8.78341042e-01
0.50017504	9.61246329e-01
0.50035009	1.07373210e+00
0.50052513	1.23885987e+00
0.50070018	1.51650158e+00
0.50087522	2.14589400e+00
0.50105026	2.64309246e+01
0.50122531	2.12737304e+00
0.50140035	1.50511824e+00
0.50157539	1.22827690e+00
0.50175044	1.06286935e+00
0.50192548	9.49795629e-01
0.50210053	8.66205093e-01
0.50227557	8.01151288e-01
0.50245061	7.48657407e-01
0.50262566	7.05124625e-01
0.50280070	6.68254247e-01
0.50297574	6.36497383e-01
0.50315079	6.08766772e-01
0.50332583	5.84273702e-01
0.50350088	5.62430235e-01
0.50367592	5.42787922e-01
0.50385096	5.24997943e-01
0.50402601	5.08784333e-01
0.50420105	4.93925511e-01
0.50437609	4.80244147e-01
0.50455114	4.67592218e-01
0.50472618	4.55842878e-01
0.50490123	4.44892652e-01
0.50507627	4.34653968e-01
0.50525131	4.25052148e-01
0.50542636	4.16023058e-01
0.50560140	4.07511274e-01
0.50577644	3.99468610e-01
0.50595149	3.91852953e-01
0.50612653	3.84627306e-01
0.50630158	3.77759073e-01
0.50647662	3.71225066e-01
0.50665166	3.64993540e-01
0.50682671	3.59041501e-01
0.50700175	3.53348335e-01
0.50717679	3.47895501e-01
0.50735184	3.42666268e-01
0.50752688	3.37645497e-01
0.50770193	3.32819449e-01
0.50787697	3.28175624e-01
0.50805201	3.23702619e-01
0.50822706	3.19390009e-01
0.50840210	3.15230531e-01
0.50857714	3.11214927e-01
0.50875219	3.07333226e-01
0.50892723	3.03577992e-01
0.50910228	2.99942352e-01
0.50927732	2.96419950e-01
0.50945236	2.93004892e-01
0.50962741	2.89691709e-01
0.50980245	2.86475314e-01
0.50997749	2.83350969e-01
0.51015254	2.80314257e-01
0.51032758	2.77361486e-01
0.51050263	2.74492191e-01
0.51067767	2.71698857e-01
0.51085271	2.68978102e-01
0.51102776	2.66326752e-01
0.51120280	2.63741822e-01
0.51137784	2.61220509e-01
0.51155289	2.58760171e-01
0.51172793	2.56358316e-01
0.51190298	2.54012597e-01
0.51207802	2.51720794e-01
0.51225306	2.49480810e-01
0.51242811	2.47292747e-01
0.51260315	2.45153770e-01
0.51277819	2.43060919e-01
0.51295324	2.41012507e-01
0.51312828	2.39006932e-01
0.51330333	2.37042671e-01
0.51347837	2.35118279e-01
0.51365341	2.33232377e-01
0.51382846	2.31383656e-01
0.51400350	2.29570866e-01
0.51417854	2.27792818e-01
0.51435359	2.26048999e-01
0.51452863	2.24340308e-01
0.51470368	2.22663061e-01
0.51487872	2.21016269e-01
0.51505376	2.19398988e-01
0.51522881	2.17810313e-01
0.51540385	2.16249378e-01
0.51557889	2.14715353e-01
0.51575394	2.13207443e-01
0.51592898	2.11724887e-01
0.51610403	2.10266952e-01
0.51627907	2.08832937e-01
0.51645411	2.07424513e-01
0.51662916	2.06039465e-01
0.51680420	2.04676359e-01
0.51697924	2.03334596e-01
0.51715429	2.02013600e-01
0.51732933	2.00712819e-01
0.51750438	1.99431720e-01
0.51767942	1.98169789e-01
0.51785446	1.96926532e-01
0.51802951	1.95701471e-01
0.51820455	1.94494148e-01
0.51837959	1.93304844e-01
0.51855464	1.92134227e-01
0.51872968	1.90980037e-01
0.51890473	1.89841875e-01
0.51907977	1.88719355e-01
0.51925481	1.87612106e-01
0.51942986	1.86519768e-01
0.51960490	1.85441992e-01
0.51977994	1.84378442e-01
0.51995499	1.83328792e-01
0.52013003	1.82292727e-01
0.52030508	1.81269941e-01
0.52048012	1.80262382e-01
0.52065516	1.79267942e-01
0.52083021	1.78285898e-01
0.52100525	1.77315980e-01
0.52118030	1.76357930e-01
0.52135534	1.75411492e-01
0.52153038	1.74476423e-01
0.52170543	1.73552485e-01
0.52188047	1.72639446e-01
0.52205551	1.71737082e-01
0.52223056	1.70845175e-01
0.52240560	1.69964367e-01
0.52258065	1.69095011e-01
0.52275569	1.68235477e-01
0.52293073	1.67385570e-01
0.52310578	1.66545103e-01
0.52328082	1.65713891e-01
0.52345586	1.64891757e-01
0.52363091	1.64078527e-01
0.52380595	1.63274031e-01
0.52398100	1.62478106e-01
0.52415604	1.61690591e-01
0.52433108	1.60911331e-01
0.52450613	1.60142368e-01
0.52468117	1.59381517e-01
0.52485621	1.58628460e-01
0.52503126	1.57883055e-01
0.52520630	1.57145167e-01
0.52538135	1.56414661e-01
0.52555639	1.55691408e-01
0.52573143	1.54975282e-01
0.52590648	1.54266158e-01
0.52608152	1.53563916e-01
0.52625656	1.52868438e-01
0.52643161	1.52180538e-01
0.52660665	1.51500229e-01
0.52678170	1.50826333e-01
0.52695674	1.50158746e-01
0.52713178	1.49497361e-01
0.52730683	1.48842078e-01
0.52748187	1.48192797e-01
0.52765691	1.47549422e-01
0.52783196	1.46911856e-01
0.52800700	1.46280007e-01
0.52818205	1.45653784e-01
0.52835709	1.45033138e-01
0.52853213	1.44420057e-01
0.52870718	1.43812328e-01
0.52888222	1.43209869e-01
0.52905726	1.42612599e-01
0.52923231	1.42020439e-01
0.52940735	1.41433310e-01
0.52958240	1.40851137e-01
0.52975744	1.40273846e-01
0.52993248	1.39701364e-01
0.53010753	1.39133620e-01
0.53028257	1.38570545e-01
0.53045761	1.38013067e-01
0.53063266	1.37460907e-01
0.53080770	1.36913204e-01
0.53098275	1.36369894e-01
0.53115779	1.35830914e-01
0.53133283	1.35296203e-01
0.53150788	1.34765701e-01
0.53168292	1.34239348e-01
0.53185796	1.33717087e-01
0.53203301	1.33198861e-01
0.53220805	1.32684614e-01
0.53238310	1.32174505e-01
0.53255814	1.31670000e-01
0.53273318	1.31169302e-01
0.53290823	1.30672361e-01
0.53308327	1.30179127e-01
0.53325831	1.29689549e-01
0.53343336	1.29203580e-01
0.53360840	1.28721172e-01
0.53378345	1.28242278e-01
0.53395849	1.27766853e-01
0.53413353	1.27294851e-01
0.53430858	1.26826228e-01
0.53448362	1.26361994e-01
0.53465866	1.25901617e-01
0.53483371	1.25444483e-01
0.53500875	1.24990550e-01
0.53518380	1.24539780e-01
0.53535884	1.24092132e-01
0.53553388	1.23647568e-01
0.53570893	1.23206048e-01
0.53588397	1.22767537e-01
0.53605901	1.22331997e-01
0.53623406	1.21899391e-01
0.53640910	1.21470016e-01
0.53658415	1.21044819e-01
0.53675919	1.20622444e-01
0.53693423	1.20202857e-01
0.53710928	1.19786025e-01
0.53728432	1.19371916e-01
0.53745936	1.18960497e-01
0.53763441	1.18551737e-01
0.53780945	1.18145604e-01
0.53798450	1.17742070e-01
0.53815954	1.17341102e-01
0.53833458	1.16942673e-01
0.53850963	1.16548070e-01
0.53868467	1.16156374e-01
0.53885971	1.15767122e-01
0.53903476	1.15380288e-01
0.53920980	1.14995843e-01
0.53938485	1.14613761e-01
0.53955989	1.14234015e-01
0.53973493	1.13856581e-01
0.53990998	1.13481432e-01
0.54008502	1.13108543e-01
0.54026007	1.12737890e-01
0.54043511	1.12369862e-01
0.54061015	1.12005023e-01
0.54078520	1.11642340e-01
0.54096024	1.11281793e-01
0.54113528	1.10923357e-01
0.54131033	1.10567011e-01
0.54148537	1.10212732e-01
0.54166042	1.09860498e-01
0.54183546	1.09510289e-01
0.54201050	1.09162082e-01
0.54218555	1.08815858e-01
0.54236059	1.08471596e-01
0.54253563	1.08130608e-01
0.54271068	1.07791783e-01
0.54288572	1.07454854e-01
0.54306077	1.07119801e-01
0.54323581	1.06786605e-01
0.54341085	1.06455247e-01
0.54358590	1.06125709e-01
0.54376094	1.05797973e-01
0.54393598	1.05472020e-01
0.54411103	1.05147834e-01
0.54428607	1.04825396e-01
0.54446112	1.04505188e-01
0.54463616	1.04187494e-01
0.54481120	1.03871493e-01
0.54498625	1.03557168e-01
0.54516129	1.03244502e-01
0.54533633	1.02933480e-01
0.54551138	1.02624087e-01
0.54568642	1.02316306e-01
0.54586147	1.02010122e-01
0.54603651	1.01705520e-01
0.54621155	1.01402486e-01
0.54638660	1.01101003e-01
0.54656164	1.00802444e-01
0.54673668	1.00505498e-01
0.54691173	1.00210057e-01
0.54708677	9.99161046e-02
0.54726182	9.96236286e-02
0.54743686	9.93326151e-02
0.54761190	9.90430505e-02
0.54778695	9.87549218e-02
0.54796199	9.84682158e-02
0.54813703	9.81829196e-02
0.54831208	9.78990207e-02
0.54848712	9.76170870e-02
0.54866217	9.73371644e-02
0.54883721	9.70585973e-02
0.54901225	9.67813737e-02
0.54918730	9.65054817e-02
0.54936234	9.62309095e-02
0.54953738	9.59576455e-02
0.54971243	9.56856784e-02
0.54988747	9.54149967e-02
0.55006252	9.51455893e-02
0.55023756	9.48774452e-02
0.55041260	9.46105902e-02
0.55058765	9.43463328e-02
0.55076269	9.40833015e-02
0.55093773	9.38214858e-02
0.55111278	9.35608754e-02
0.55128782	9.33014600e-02
0.55146287	9.30432296e-02
0.55163791	9.27861743e-02
0.55181295	9.25302840e-02
0.55198800	9.22755492e-02
0.55216304	9.20219602e-02
0.55233808	9.17695075e-02
0.55251313	9.15188073e-02
0.55268817	9.12697008e-02
0.55286322	9.10216990e-02
0.55303826	9.07747929e-02
0.55321330	9.05289736e-02
0.55338835	9.02842322e-02
0.55356339	9.00405600e-02
0.55373843	8.97979483e-02
0.55391348	8.95563887e-02
0.55408852	8.93158726e-02
0.55426357	8.90763918e-02
0.55443861	8.88380902e-02
0.55461365	8.86019451e-02
0.55478870	8.83668066e-02
0.55496374	8.81326667e-02
0.55513878	8.78995177e-02
0.55531383	8.76673517e-02
0.55548887	8.74361611e-02
0.55566392	8.72059383e-02
0.55583896	8.69766759e-02
0.55601400	8.67483662e-02
0.55618905	8.65210022e-02
0.55636409	8.62945764e-02
0.55653913	8.60697829e-02
0.55671418	8.58462755e-02
0.55688922	8.56236817e-02
