# z/w	Integrand for V0 = 0.0135 eV, theta = 0.2600 mrad
0.50000000	4.76038816e-01
0.50017504	4.95401797e-01
0.50035009	5.17441739e-01
0.50052513	5.42833808e-01
0.50070018	5.72509965e-01
0.50087522	6.07818965e-01
0.50105026	6.50789536e-01
0.50122531	7.04645701e-01
0.50140035	7.74896891e-01
0.50157539	8.71955684e-01
0.50175044	1.01869267e+00
0.50192548	1.27983984e+00
0.50210053	1.97699431e+00
0.50227557	3.15713027e+00
0.50245061	1.47759451e+00
0.50262566	1.10617692e+00
0.50280070	9.21361733e-01
0.50297574	8.05754942e-01
0.50315079	7.24699429e-01
0.50332583	6.63805416e-01
0.50350088	6.15882598e-01
0.50367592	5.76885401e-01
0.50385096	5.44340146e-01
0.50402601	5.16637891e-01
0.50420105	4.92680897e-01
0.50437609	4.71694011e-01
0.50455114	4.53108471e-01
0.50472618	4.36493791e-01
0.50490123	4.21522515e-01
0.50507627	4.07938686e-01
0.50525131	3.95538942e-01
0.50542636	3.84159385e-01
0.50560140	3.73666249e-01
0.50577644	3.63949132e-01
0.50595149	3.54915991e-01
0.50612653	3.46489398e-01
0.50630158	3.38603727e-01
0.50647662	3.31207929e-01
0.50665166	3.24248408e-01
0.50682671	3.17683390e-01
0.50700175	3.11476504e-01
0.50717679	3.05595914e-01
0.50735184	3.00013617e-01
0.50752688	2.94704872e-01
0.50770193	2.89647720e-01
0.50787697	2.84822602e-01
0.50805201	2.80212027e-01
0.50822706	2.75800299e-01
0.50840210	2.71575320e-01
0.50857714	2.67523889e-01
0.50875219	2.63632763e-01
0.50892723	2.59891453e-01
0.50910228	2.56290409e-01
0.50927732	2.52820914e-01
0.50945236	2.49474994e-01
0.50962741	2.46245338e-01
0.50980245	2.43125226e-01
0.50997749	2.40108473e-01
0.51015254	2.37189373e-01
0.51032758	2.34363022e-01
0.51050263	2.31627428e-01
0.51067767	2.28974729e-01
0.51085271	2.26400726e-01
0.51102776	2.23901510e-01
0.51120280	2.21473440e-01
0.51137784	2.19113119e-01
0.51155289	2.16817377e-01
0.51172793	2.14583243e-01
0.51190298	2.12407939e-01
0.51207802	2.10288858e-01
0.51225306	2.08223553e-01
0.51242811	2.06211470e-01
0.51260315	2.04249641e-01
0.51277819	2.02335042e-01
