# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	3.06032586e+01
0.50017504	3.34917085e+01
0.50035009	3.74107668e+01
0.50052513	4.31639165e+01
0.50070018	5.28371653e+01
0.50087522	7.47657832e+01
0.50105026	9.20884048e+02
0.50122531	7.41197961e+01
0.50140035	5.24395730e+01
0.50157539	4.27939893e+01
0.50175044	3.70309053e+01
0.50192548	3.30912037e+01
0.50210053	3.01787383e+01
0.50227557	2.79121201e+01
0.50245061	2.60830893e+01
0.50262566	2.45662780e+01
0.50280070	2.32815977e+01
0.50297574	2.21750825e+01
0.50315079	2.12088502e+01
0.50332583	2.03554206e+01
0.50350088	1.95943090e+01
0.50367592	1.89098906e+01
0.50385096	1.82900118e+01
0.50402601	1.77250573e+01
0.50420105	1.72073070e+01
0.50437609	1.67305804e+01
0.50455114	1.62897198e+01
0.50472618	1.58803079e+01
0.50490123	1.54987395e+01
0.50507627	1.51419634e+01
0.50525131	1.48073775e+01
0.50542636	1.44927473e+01
0.50560140	1.41961417e+01
0.50577644	1.39158817e+01
0.50595149	1.36505001e+01
0.50612653	1.33987077e+01
0.50630158	1.31593688e+01
0.50647662	1.29316624e+01
0.50665166	1.27144960e+01
0.50682671	1.25070683e+01
0.50700175	1.23086611e+01
0.50717679	1.21186282e+01
0.50735184	1.19363868e+01
0.50752688	1.17614093e+01
0.50770193	1.15932171e+01
0.50787697	1.14313744e+01
0.50805201	1.12754840e+01
0.50822706	1.11251828e+01
0.50840210	1.09802148e+01
0.50857714	1.08402583e+01
0.50875219	1.07049678e+01
0.50892723	1.05740842e+01
0.50910228	1.04473681e+01
0.50927732	1.03245980e+01
0.50945236	1.02055685e+01
0.50962741	1.00900891e+01
0.50980245	9.97798240e+00
0.50997749	9.86908342e+00
0.51015254	9.76323821e+00
0.51032758	9.66031767e+00
0.51050263	9.56030244e+00
0.51067767	9.46293433e+00
0.51085271	9.36809548e+00
0.51102776	9.27567528e+00
0.51120280	9.18556978e+00
0.51137784	9.09768123e+00
0.51155289	9.01191757e+00
0.51172793	8.92819203e+00
0.51190298	8.84642274e+00
0.51207802	8.76653240e+00
0.51225306	8.68844790e+00
0.51242811	8.61216608e+00
0.51260315	8.53759122e+00
0.51277819	8.46462401e+00
0.51295324	8.39320561e+00
0.51312828	8.32328021e+00
0.51330333	8.25479475e+00
0.51347837	8.18769882e+00
0.51365341	8.12194442e+00
0.51382846	8.05748589e+00
0.51400350	7.99427970e+00
0.51417854	7.93228437e+00
0.51435359	7.87148204e+00
0.51452863	7.81190383e+00
0.51470368	7.75342158e+00
0.51487872	7.69600083e+00
0.51505376	7.63960864e+00
0.51522881	7.58421349e+00
0.51540385	7.52978519e+00
0.51557889	7.47629484e+00
0.51575394	7.42371473e+00
0.51592898	7.37201828e+00
0.51610403	7.32118003e+00
0.51627907	7.27117549e+00
0.51645411	7.22206182e+00
0.51662916	7.17376259e+00
0.51680420	7.12622812e+00
0.51697924	7.07943759e+00
0.51715429	7.03337094e+00
0.51732933	6.98800890e+00
0.51750438	6.94333288e+00
0.51767942	6.89932500e+00
0.51785446	6.85596801e+00
0.51802951	6.81324530e+00
0.51820455	6.77114084e+00
0.51837959	6.72966289e+00
0.51855464	6.68883229e+00
0.51872968	6.64857433e+00
0.51890473	6.60887510e+00
0.51907977	6.56972118e+00
0.51925481	6.53109960e+00
0.51942986	6.49299782e+00
0.51960490	6.45540370e+00
0.51977994	6.41830550e+00
0.51995499	6.38169188e+00
0.52013003	6.34555184e+00
0.52030508	6.30987474e+00
0.52048012	6.27472750e+00
0.52065516	6.24003742e+00
0.52083021	6.20577950e+00
0.52100525	6.17194435e+00
0.52118030	6.13852289e+00
0.52135534	6.10550631e+00
0.52153038	6.07288606e+00
0.52170543	6.04065385e+00
0.52188047	6.00880163e+00
0.52205551	5.97732156e+00
0.52223056	5.94620607e+00
0.52240560	5.91547611e+00
0.52258065	5.88514301e+00
0.52275569	5.85515237e+00
0.52293073	5.82549742e+00
0.52310578	5.79617159e+00
0.52328082	5.76716847e+00
