# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	1.62131815e+00
0.50017504	1.77435125e+00
0.50035009	1.98198632e+00
0.50052513	2.28679207e+00
0.50070018	2.79928513e+00
0.50087522	3.96106812e+00
0.50105026	4.87883550e+01
0.50122531	3.92687653e+00
0.50140035	2.77826704e+00
0.50157539	2.26725008e+00
0.50175044	1.96192679e+00
0.50192548	1.75320562e+00
0.50210053	1.59890696e+00
0.50227557	1.47882494e+00
0.50245061	1.38192638e+00
0.50262566	1.30156899e+00
0.50280070	1.23350969e+00
0.50297574	1.17488941e+00
0.50315079	1.12370117e+00
0.50332583	1.07848909e+00
0.50350088	1.03816791e+00
0.50367592	1.00190984e+00
0.50385096	9.69070981e-01
0.50402601	9.39141944e-01
0.50420105	9.11713710e-01
0.50437609	8.86458957e-01
0.50455114	8.63104451e-01
0.50472618	8.41416033e-01
0.50490123	8.21202701e-01
0.50507627	8.02302807e-01
0.50525131	7.84578500e-01
0.50542636	7.67911399e-01
0.50560140	7.52199193e-01
0.50577644	7.37352940e-01
0.50595149	7.23294899e-01
0.50612653	7.09956781e-01
0.50630158	6.97278413e-01
0.50647662	6.85216658e-01
0.50665166	6.73713266e-01
0.50682671	6.62725793e-01
0.50700175	6.52216184e-01
0.50717679	6.42150215e-01
0.50735184	6.32497002e-01
0.50752688	6.23228598e-01
0.50770193	6.14319643e-01
0.50787697	6.05747061e-01
0.50805201	5.97489805e-01
0.50822706	5.89528631e-01
0.50840210	5.81850128e-01
0.50857714	5.74437207e-01
0.50875219	5.67271467e-01
0.50892723	5.60339176e-01
0.50910228	5.53627653e-01
0.50927732	5.47125161e-01
0.50945236	5.40820824e-01
0.50962741	5.34704542e-01
0.50980245	5.28766927e-01
0.50997749	5.22999233e-01
0.51015254	5.17393306e-01
0.51032758	5.11942306e-01
0.51050263	5.06645199e-01
0.51067767	5.01488317e-01
0.51085271	4.96465417e-01
0.51102776	4.91570639e-01
0.51120280	4.86798476e-01
0.51137784	4.82143750e-01
0.51155289	4.77601584e-01
