# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	7.89952964e-01
0.50017504	8.64515389e-01
0.50035009	9.65681708e-01
0.50052513	1.11419289e+00
0.50070018	1.36389581e+00
0.50087522	1.92995297e+00
0.50105026	2.37711912e+01
0.50122531	1.91329693e+00
0.50140035	1.35365961e+00
0.50157539	1.10467689e+00
0.50175044	9.55914392e-01
0.50192548	8.54219374e-01
0.50210053	7.79040644e-01
0.50227557	7.20533291e-01
0.50245061	6.73321773e-01
0.50262566	6.34169603e-01
0.50280070	6.01009413e-01
0.50297574	5.72448175e-01
0.50315079	5.47508037e-01
0.50332583	5.25479654e-01
0.50350088	5.05834249e-01
0.50367592	4.88168502e-01
0.50385096	4.72168693e-01
0.50402601	4.57586625e-01
0.50420105	4.44223016e-01
0.50437609	4.31918482e-01
0.50455114	4.20539905e-01
0.50472618	4.09973081e-01
0.50490123	4.00124948e-01
0.50507627	3.90916749e-01
0.50525131	3.82281319e-01
0.50542636	3.74160981e-01
0.50560140	3.66505886e-01
0.50577644	3.59272699e-01
0.50595149	3.52423545e-01
0.50612653	3.45925151e-01
0.50630158	3.39748199e-01
0.50647662	3.33871722e-01
0.50665166	3.28267289e-01
0.50682671	3.22914218e-01
0.50700175	3.17793970e-01
0.50717679	3.12889869e-01
0.50735184	3.08186869e-01
0.50752688	3.03671354e-01
0.50770193	2.99330966e-01
0.50787697	2.95154464e-01
0.50805201	2.91131593e-01
0.50822706	2.87252977e-01
0.50840210	2.83512123e-01
0.50857714	2.79900696e-01
0.50875219	2.76409697e-01
0.50892723	2.73032436e-01
0.50910228	2.69762733e-01
0.50927732	2.66594871e-01
0.50945236	2.63523551e-01
0.50962741	2.60543853e-01
0.50980245	2.57651201e-01
0.50997749	2.54841336e-01
0.51015254	2.52110283e-01
0.51032758	2.49454724e-01
0.51050263	2.46874248e-01
0.51067767	2.44362088e-01
0.51085271	2.41915201e-01
0.51102776	2.39530734e-01
0.51120280	2.37206003e-01
0.51137784	2.34938486e-01
0.51155289	2.32725806e-01
0.51172793	2.30565724e-01
0.51190298	2.28456128e-01
0.51207802	2.26395022e-01
0.51225306	2.24380519e-01
0.51242811	2.22412709e-01
0.51260315	2.20489044e-01
0.51277819	2.18606864e-01
0.51295324	2.16764649e-01
0.51312828	2.14960960e-01
0.51330333	2.13194428e-01
0.51347837	2.11463750e-01
0.51365341	2.09767690e-01
0.51382846	2.08105068e-01
0.51400350	2.06474762e-01
0.51417854	2.04875699e-01
0.51435359	2.03307431e-01
0.51452863	2.01770790e-01
0.51470368	2.00262427e-01
0.51487872	1.98781455e-01
0.51505376	1.97327022e-01
0.51522881	1.95898315e-01
0.51540385	1.94494556e-01
0.51557889	1.93114998e-01
0.51575394	1.91758927e-01
0.51592898	1.90425656e-01
0.51610403	1.89114529e-01
0.51627907	1.87824913e-01
0.51645411	1.86558304e-01
0.51662916	1.85312716e-01
0.51680420	1.84086860e-01
0.51697924	1.82880199e-01
0.51715429	1.81692215e-01
0.51732933	1.80522410e-01
0.51750438	1.79370306e-01
0.51767942	1.78235441e-01
0.51785446	1.77117370e-01
0.51802951	1.76015663e-01
0.51820455	1.74929909e-01
0.51837959	1.73860345e-01
0.51855464	1.72807551e-01
0.51872968	1.71769530e-01
0.51890473	1.70745924e-01
0.51907977	1.69736387e-01
0.51925481	1.68740583e-01
0.51942986	1.67758190e-01
0.51960490	1.66788893e-01
0.51977994	1.65832391e-01
0.51995499	1.64888391e-01
0.52013003	1.63956607e-01
0.52030508	1.63036767e-01
0.52048012	1.62130701e-01
0.52065516	1.61236449e-01
0.52083021	1.60353344e-01
0.52100525	1.59481145e-01
0.52118030	1.58619617e-01
0.52135534	1.57768534e-01
0.52153038	1.56927673e-01
0.52170543	1.56096823e-01
0.52188047	1.55275774e-01
0.52205551	1.54464325e-01
0.52223056	1.53662281e-01
0.52240560	1.52870199e-01
0.52258065	1.52088384e-01
0.52275569	1.51315402e-01
0.52293073	1.50551080e-01
0.52310578	1.49795246e-01
0.52328082	1.49047736e-01
0.52345586	1.48308390e-01
0.52363091	1.47577051e-01
0.52380595	1.46853568e-01
0.52398100	1.46137792e-01
0.52415604	1.45429580e-01
0.52433108	1.44728792e-01
0.52450613	1.44037305e-01
0.52468117	1.43353117e-01
0.52485621	1.42675938e-01
0.52503126	1.42005640e-01
0.52520630	1.41342102e-01
0.52538135	1.40685203e-01
0.52555639	1.40034826e-01
0.52573143	1.39390858e-01
0.52590648	1.38753188e-01
0.52608152	1.38121706e-01
0.52625656	1.37496307e-01
0.52643161	1.36877697e-01
0.52660665	1.36265883e-01
0.52678170	1.35659838e-01
0.52695674	1.35059465e-01
0.52713178	1.34464671e-01
0.52730683	1.33875365e-01
0.52748187	1.33291456e-01
0.52765691	1.32712859e-01
0.52783196	1.32139486e-01
0.52800700	1.31571255e-01
0.52818205	1.31008085e-01
0.52835709	1.30449930e-01
0.52853213	1.29898648e-01
0.52870718	1.29352179e-01
0.52888222	1.28810449e-01
0.52905726	1.28273386e-01
0.52923231	1.27740917e-01
0.52940735	1.27212973e-01
0.52958240	1.26689486e-01
0.52975744	1.26170388e-01
0.52993248	1.25655616e-01
0.53010753	1.25145104e-01
0.53028257	1.24638790e-01
0.53045761	1.24137478e-01
0.53063266	1.23640922e-01
0.53080770	1.23148374e-01
0.53098275	1.22659777e-01
0.53115779	1.22175074e-01
0.53133283	1.21694210e-01
0.53150788	1.21217132e-01
0.53168292	1.20743785e-01
0.53185796	1.20274118e-01
0.53203301	1.19808080e-01
0.53220805	1.19345621e-01
0.53238310	1.18886890e-01
0.53255814	1.18433250e-01
0.53273318	1.17983035e-01
0.53290823	1.17536199e-01
0.53308327	1.17092695e-01
0.53325831	1.16652480e-01
0.53343336	1.16215510e-01
0.53360840	1.15781742e-01
0.53378345	1.15351134e-01
0.53395849	1.14923645e-01
0.53413353	1.14499234e-01
0.53430858	1.14077862e-01
0.53448362	1.13660418e-01
0.53465866	1.13246429e-01
0.53483371	1.12835358e-01
0.53500875	1.12427166e-01
0.53518380	1.12021818e-01
0.53535884	1.11619277e-01
0.53553388	1.11219509e-01
0.53570893	1.10822481e-01
0.53588397	1.10428157e-01
0.53605901	1.10036505e-01
0.53623406	1.09647492e-01
0.53640910	1.09261394e-01
0.53658415	1.08879094e-01
0.53675919	1.08499331e-01
0.53693423	1.08122076e-01
0.53710928	1.07747298e-01
0.53728432	1.07374968e-01
0.53745936	1.07005057e-01
0.53763441	1.06637537e-01
0.53780945	1.06272380e-01
0.53798450	1.05909559e-01
0.53815954	1.05549046e-01
0.53833458	1.05190816e-01
0.53850963	1.04835980e-01
