# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	6.50405789e-01
0.50017504	7.11796859e-01
0.50035009	7.95092199e-01
0.50052513	9.17368815e-01
0.50070018	1.12296156e+00
0.50087522	1.58902425e+00
0.50105026	1.95719838e+01
0.50122531	1.57531127e+00
0.50140035	1.11453467e+00
0.50157539	9.09535146e-01
0.50175044	7.87051810e-01
0.50192548	7.03321420e-01
0.50210053	6.41423178e-01
0.50227557	5.93251288e-01
0.50245061	5.54380052e-01
0.50262566	5.22144459e-01
0.50280070	4.94842328e-01
0.50297574	4.71326718e-01
0.50315079	4.50792520e-01
0.50332583	4.32655696e-01
0.50350088	4.16480882e-01
0.50367592	4.01936006e-01
0.50385096	3.88762769e-01
0.50402601	3.76756819e-01
0.50420105	3.65754079e-01
0.50437609	3.55623277e-01
0.50455114	3.46254808e-01
0.50472618	3.37554694e-01
0.50490123	3.29446312e-01
0.50507627	3.21864819e-01
0.50525131	3.14754913e-01
0.50542636	3.08069106e-01
0.50560140	3.01766356e-01
0.50577644	2.95810983e-01
0.50595149	2.90171801e-01
0.50612653	2.84821417e-01
0.50630158	2.79735692e-01
0.50647662	2.74897470e-01
0.50665166	2.70283230e-01
0.50682671	2.65875946e-01
0.50700175	2.61660353e-01
0.50717679	2.57622720e-01
0.50735184	2.53750661e-01
0.50752688	2.50032963e-01
0.50770193	2.46459454e-01
0.50787697	2.43020877e-01
0.50805201	2.39708790e-01
0.50822706	2.36515472e-01
0.50840210	2.33435594e-01
0.50857714	2.30462292e-01
0.50875219	2.27588141e-01
0.50892723	2.24807632e-01
0.50910228	2.22115680e-01
0.50927732	2.19507576e-01
0.50945236	2.16978957e-01
0.50962741	2.14525772e-01
0.50980245	2.12144254e-01
0.50997749	2.09830897e-01
0.51015254	2.07582428e-01
0.51032758	2.05396110e-01
0.51050263	2.03271575e-01
0.51067767	2.01203287e-01
0.51085271	1.99188741e-01
0.51102776	1.97225586e-01
0.51120280	1.95311615e-01
0.51137784	1.93444749e-01
0.51155289	1.91623032e-01
0.51172793	1.89844622e-01
0.51190298	1.88107777e-01
0.51207802	1.86410856e-01
0.51225306	1.84752305e-01
0.51242811	1.83132262e-01
0.51260315	1.81548599e-01
0.51277819	1.79999090e-01
0.51295324	1.78482484e-01
0.51312828	1.76997597e-01
0.51330333	1.75543300e-01
0.51347837	1.74118523e-01
0.51365341	1.72722245e-01
0.51382846	1.71353497e-01
0.51400350	1.70011354e-01
0.51417854	1.68694935e-01
0.51435359	1.67403850e-01
0.51452863	1.66138734e-01
0.51470368	1.64896900e-01
0.51487872	1.63677618e-01
0.51505376	1.62480186e-01
0.51522881	1.61303935e-01
0.51540385	1.60148225e-01
0.51557889	1.59012440e-01
0.51575394	1.57895992e-01
0.51592898	1.56798317e-01
0.51610403	1.55718873e-01
0.51627907	1.54657140e-01
0.51645411	1.53614401e-01
0.51662916	1.52588986e-01
0.51680420	1.51579817e-01
0.51697924	1.50586450e-01
0.51715429	1.49608461e-01
0.51732933	1.48645438e-01
0.51750438	1.47696988e-01
0.51767942	1.46762730e-01
0.51785446	1.45842299e-01
