# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	1.11973510e+01
0.50017504	1.22542369e+01
0.50035009	1.36882170e+01
0.50052513	1.57932798e+01
0.50070018	1.93326868e+01
0.50087522	2.73562658e+01
0.50105026	3.36945842e+02
0.50122531	2.71200567e+01
0.50140035	1.91874276e+01
0.50157539	1.56581919e+01
0.50175044	1.35495354e+01
0.50192548	1.21080408e+01
0.50210053	1.10424040e+01
0.50227557	1.02130773e+01
0.50245061	9.54386083e+00
0.50262566	8.98888271e+00
0.50280070	8.51883912e+00
0.50297574	8.11398435e+00
0.50315079	7.76045769e+00
0.50332583	7.44820439e+00
0.50350088	7.16972920e+00
0.50367592	6.91931519e+00
0.50385096	6.69251546e+00
0.50402601	6.48581192e+00
0.50420105	6.29637979e+00
0.50437609	6.12195708e+00
0.50455114	5.96065659e+00
0.50472618	5.81086283e+00
0.50490123	5.67125667e+00
0.50507627	5.54072170e+00
0.50525131	5.41830587e+00
0.50542636	5.30319159e+00
0.50560140	5.19467225e+00
0.50577644	5.09213358e+00
0.50595149	4.99503868e+00
0.50612653	4.90291591e+00
0.50630158	4.81534968e+00
0.50647662	4.73204124e+00
0.50665166	4.65258916e+00
0.50682671	4.57670028e+00
0.50700175	4.50411180e+00
0.50717679	4.43458734e+00
0.50735184	4.36791360e+00
0.50752688	4.30389757e+00
0.50770193	4.24236410e+00
0.50787697	4.18315381e+00
0.50805201	4.12612135e+00
0.50822706	4.07113380e+00
0.50840210	4.01809732e+00
0.50857714	3.96689415e+00
0.50875219	3.91739821e+00
0.50892723	3.86951466e+00
0.50910228	3.82315590e+00
0.50927732	3.77824089e+00
0.50945236	3.73469449e+00
0.50962741	3.69244696e+00
0.50980245	3.65143345e+00
0.50997749	3.61159356e+00
0.51015254	3.57287097e+00
0.51032758	3.53521845e+00
0.51050263	3.49862900e+00
0.51067767	3.46300807e+00
0.51085271	3.42831252e+00
0.51102776	3.39450189e+00
0.51120280	3.36153815e+00
0.51137784	3.32938553e+00
0.51155289	3.29801035e+00
0.51172793	3.26738086e+00
0.51190298	3.23746711e+00
0.51207802	3.20824080e+00
0.51225306	3.17967521e+00
0.51242811	3.15177064e+00
0.51260315	3.12449140e+00
0.51277819	3.09780032e+00
0.51295324	3.07167586e+00
0.51312828	3.04609762e+00
0.51330333	3.02104618e+00
0.51347837	2.99650308e+00
0.51365341	2.97245079e+00
0.51382846	2.94887258e+00
0.51400350	2.92575254e+00
0.51417854	2.90307549e+00
0.51435359	2.88083463e+00
0.51452863	2.85904056e+00
0.51470368	2.83764745e+00
0.51487872	2.81664270e+00
0.51505376	2.79601426e+00
0.51522881	2.77575059e+00
0.51540385	2.75584066e+00
0.51557889	2.73627388e+00
0.51575394	2.71704011e+00
0.51592898	2.69812965e+00
0.51610403	2.67953315e+00
0.51627907	2.66124168e+00
0.51645411	2.64327576e+00
0.51662916	2.62560768e+00
0.51680420	2.60821940e+00
0.51697924	2.59110329e+00
0.51715429	2.57425203e+00
0.51732933	2.55765855e+00
0.51750438	2.54131607e+00
0.51767942	2.52521803e+00
0.51785446	2.50935812e+00
0.51802951	2.49373027e+00
0.51820455	2.47832862e+00
0.51837959	2.46315636e+00
0.51855464	2.44822139e+00
0.51872968	2.43349591e+00
0.51890473	2.41897485e+00
0.51907977	2.40465329e+00
0.51925481	2.39052648e+00
0.51942986	2.37658984e+00
0.51960490	2.36283892e+00
0.51977994	2.34926944e+00
0.51995499	2.33587723e+00
0.52013003	2.32265828e+00
0.52030508	2.30960870e+00
0.52048012	2.29675345e+00
0.52065516	2.28406554e+00
0.52083021	2.27153572e+00
0.52100525	2.25916057e+00
0.52118030	2.24693676e+00
0.52135534	2.23486107e+00
0.52153038	2.22293037e+00
0.52170543	2.21114162e+00
0.52188047	2.19949189e+00
0.52205551	2.18797830e+00
0.52223056	2.17659808e+00
0.52240560	2.16535869e+00
0.52258065	2.15426416e+00
0.52275569	2.14329490e+00
0.52293073	2.13244846e+00
0.52310578	2.12172242e+00
0.52328082	2.11111444e+00
0.52345586	2.10062225e+00
0.52363091	2.09024364e+00
0.52380595	2.07997644e+00
0.52398100	2.06981857e+00
0.52415604	2.05976798e+00
0.52433108	2.04982267e+00
0.52450613	2.04000871e+00
0.52468117	2.03029823e+00
0.52485621	2.02068716e+00
0.52503126	2.01117370e+00
0.52520630	2.00175612e+00
0.52538135	1.99243272e+00
0.52555639	1.98320184e+00
0.52573143	1.97406185e+00
0.52590648	1.96501120e+00
0.52608152	1.95604833e+00
0.52625656	1.94717174e+00
0.52643161	1.93839144e+00
0.52660665	1.92970753e+00
0.52678170	1.92110544e+00
0.52695674	1.91258382e+00
0.52713178	1.90414134e+00
0.52730683	1.89577669e+00
0.52748187	1.88748862e+00
0.52765691	1.87927587e+00
0.52783196	1.87113725e+00
0.52800700	1.86307156e+00
0.52818205	1.85507765e+00
0.52835709	1.84715486e+00
