# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	4.25936777e+01
0.50017504	4.66138628e+01
0.50035009	5.20684502e+01
0.50052513	6.00757231e+01
0.50070018	7.35390127e+01
0.50087522	1.04059394e+02
0.50105026	1.28169143e+03
0.50122531	1.03160365e+02
0.50140035	7.29857243e+01
0.50157539	5.95609576e+01
0.50175044	5.15398738e+01
0.50192548	4.60565827e+01
0.50210053	4.20030037e+01
0.50227557	3.88483179e+01
0.50245061	3.63026709e+01
0.50262566	3.41915724e+01
0.50280070	3.24035546e+01
0.50297574	3.08635073e+01
0.50315079	2.95187062e+01
0.50332583	2.83309043e+01
0.50350088	2.72715908e+01
0.50367592	2.63190190e+01
0.50385096	2.54562735e+01
0.50402601	2.46699719e+01
0.50420105	2.39493692e+01
0.50437609	2.32858597e+01
0.50455114	2.26722650e+01
0.50472618	2.21024409e+01
0.50490123	2.15713697e+01
0.50507627	2.10748047e+01
0.50525131	2.06091243e+01
0.50542636	2.01712186e+01
0.50560140	1.97583996e+01
0.50577644	1.93683308e+01
0.50595149	1.89989697e+01
0.50612653	1.86485224e+01
0.50630158	1.83154079e+01
0.50647662	1.79984882e+01
0.50665166	1.76962380e+01
0.50682671	1.74075421e+01
0.50700175	1.71314009e+01
0.50717679	1.68669151e+01
0.50735184	1.66132735e+01
0.50752688	1.63697417e+01
0.50770193	1.61356536e+01
0.50787697	1.59104029e+01
0.50805201	1.56934366e+01
0.50822706	1.54842491e+01
0.50840210	1.52824867e+01
0.50857714	1.50877007e+01
0.50875219	1.48994088e+01
0.50892723	1.47172504e+01
0.50910228	1.45408923e+01
0.50927732	1.43700260e+01
0.50945236	1.42043659e+01
0.50962741	1.40436467e+01
0.50980245	1.38876216e+01
0.50997749	1.37360609e+01
0.51015254	1.35887503e+01
0.51032758	1.34455095e+01
0.51050263	1.33063051e+01
0.51067767	1.31707851e+01
0.51085271	1.30387854e+01
0.51102776	1.29101520e+01
0.51120280	1.27847404e+01
0.51137784	1.26624143e+01
0.51155289	1.25430457e+01
0.51172793	1.24265139e+01
0.51190298	1.23127048e+01
0.51207802	1.22015109e+01
0.51225306	1.20928304e+01
0.51242811	1.19866634e+01
0.51260315	1.18828747e+01
0.51277819	1.17813235e+01
0.51295324	1.16819278e+01
0.51312828	1.15846101e+01
0.51330333	1.14892964e+01
0.51347837	1.13959166e+01
0.51365341	1.13044039e+01
0.51382846	1.12146947e+01
0.51400350	1.11267286e+01
0.51417854	1.10404476e+01
0.51435359	1.09558266e+01
0.51452863	1.08729079e+01
0.51470368	1.07915144e+01
0.51487872	1.07115984e+01
0.51505376	1.06331139e+01
0.51522881	1.05560170e+01
0.51540385	1.04802658e+01
0.51557889	1.04058200e+01
0.51575394	1.03326411e+01
0.51592898	1.02606920e+01
0.51610403	1.01899374e+01
0.51627907	1.01203431e+01
0.51645411	1.00519854e+01
0.51662916	9.98476017e+00
0.51680420	9.91859936e+00
0.51697924	9.85347398e+00
0.51715429	9.78935615e+00
0.51732933	9.72621901e+00
0.51750438	9.66403672e+00
0.51767942	9.60278437e+00
0.51785446	9.54243796e+00
0.51802951	9.48297438e+00
0.51820455	9.42437130e+00
0.51837959	9.36664186e+00
0.51855464	9.30981747e+00
0.51872968	9.25379005e+00
0.51890473	9.19854024e+00
0.51907977	9.14404938e+00
0.51925481	9.09029939e+00
0.51942986	9.03727283e+00
0.51960490	8.98495281e+00
0.51977994	8.93332299e+00
0.51995499	8.88236758e+00
0.52013003	8.83207127e+00
0.52030508	8.78241925e+00
0.52048012	8.73350265e+00
0.52065516	8.68522194e+00
0.52083021	8.63754268e+00
0.52100525	8.59045184e+00
0.52118030	8.54393678e+00
0.52135534	8.49798523e+00
0.52153038	8.45258529e+00
0.52170543	8.40772542e+00
0.52188047	8.36339441e+00
0.52205551	8.31958137e+00
0.52223056	8.27627574e+00
0.52240560	8.23350583e+00
0.52258065	8.19128685e+00
0.52275569	8.14954451e+00
0.52293073	8.10826940e+00
0.52310578	8.06745237e+00
0.52328082	8.02708452e+00
0.52345586	7.98715719e+00
0.52363091	7.94766196e+00
0.52380595	7.90859063e+00
0.52398100	7.86993522e+00
0.52415604	7.83168796e+00
0.52433108	7.79384129e+00
0.52450613	7.75649744e+00
0.52468117	7.71954752e+00
0.52485621	7.68297578e+00
0.52503126	7.64677541e+00
0.52520630	7.61093978e+00
0.52538135	7.57546243e+00
0.52555639	7.54033706e+00
0.52573143	7.50555750e+00
0.52590648	7.47111777e+00
0.52608152	7.43701201e+00
0.52625656	7.40323452e+00
0.52643161	7.36982223e+00
0.52660665	7.33677541e+00
0.52678170	7.30403990e+00
0.52695674	7.27161054e+00
0.52713178	7.23948225e+00
0.52730683	7.20765011e+00
0.52748187	7.17610928e+00
0.52765691	7.14485505e+00
0.52783196	7.11388282e+00
0.52800700	7.08318807e+00
0.52818205	7.05276641e+00
0.52835709	7.02261535e+00
0.52853213	6.99282961e+00
0.52870718	6.96330368e+00
0.52888222	6.93403353e+00
0.52905726	6.90501525e+00
0.52923231	6.87624497e+00
0.52940735	6.84771894e+00
0.52958240	6.81943347e+00
0.52975744	6.79138497e+00
0.52993248	6.76356990e+00
0.53010753	6.73598481e+00
0.53028257	6.70862631e+00
0.53045761	6.68153668e+00
0.53063266	6.65470287e+00
0.53080770	6.62808543e+00
0.53098275	6.60168128e+00
0.53115779	6.57548735e+00
0.53133283	6.54950066e+00
0.53150788	6.52371830e+00
0.53168292	6.49813740e+00
0.53185796	6.47275514e+00
0.53203301	6.44756878e+00
0.53220805	6.42257561e+00
0.53238310	6.39778345e+00
0.53255814	6.37326437e+00
0.53273318	6.34893017e+00
0.53290823	6.32477835e+00
0.53308327	6.30080646e+00
0.53325831	6.27701211e+00
0.53343336	6.25339295e+00
0.53360840	6.22994667e+00
0.53378345	6.20667099e+00
0.53395849	6.18356370e+00
0.53413353	6.16062261e+00
0.53430858	6.13784558e+00
0.53448362	6.11528037e+00
0.53465866	6.09290168e+00
0.53483371	6.07068045e+00
0.53500875	6.04861469e+00
0.53518380	6.02670244e+00
0.53535884	6.00494180e+00
0.53553388	5.98333087e+00
0.53570893	5.96186781e+00
0.53588397	5.94055079e+00
0.53605901	5.91937802e+00
0.53623406	5.89834776e+00
0.53640910	5.87747451e+00
0.53658415	5.85680489e+00
0.53675919	5.83627229e+00
0.53693423	5.81587505e+00
0.53710928	5.79561158e+00
0.53728432	5.77548030e+00
0.53745936	5.75547964e+00
0.53763441	5.73560809e+00
0.53780945	5.71586413e+00
0.53798450	5.69624629e+00
0.53815954	5.67675311e+00
0.53833458	5.65738316e+00
0.53850963	5.63819658e+00
0.53868467	5.61915041e+00
0.53885971	5.60022293e+00
0.53903476	5.58141281e+00
0.53920980	5.56271874e+00
0.53938485	5.54413941e+00
0.53955989	5.52567356e+00
0.53973493	5.50731993e+00
0.53990998	5.48907728e+00
0.54008502	5.47094440e+00
0.54026007	5.45292009e+00
0.54043511	5.43502310e+00
0.54061015	5.41728049e+00
0.54078520	5.39964266e+00
0.54096024	5.38210850e+00
0.54113528	5.36467690e+00
0.54131033	5.34734677e+00
0.54148537	5.33011704e+00
0.54166042	5.31298665e+00
0.54183546	5.29595456e+00
0.54201050	5.27901974e+00
0.54218555	5.26218119e+00
0.54236059	5.24543791e+00
0.54253563	5.22885214e+00
0.54271068	5.21237114e+00
0.54288572	5.19598220e+00
0.54306077	5.17968437e+00
0.54323581	5.16347675e+00
0.54341085	5.14735841e+00
0.54358590	5.13132847e+00
0.54376094	5.11538603e+00
0.54393598	5.09953024e+00
0.54411103	5.08376022e+00
0.54428607	5.06807514e+00
0.54446112	5.05249813e+00
0.54463616	5.03704280e+00
0.54481120	5.02166968e+00
0.54498625	5.00637797e+00
0.54516129	4.99116689e+00
0.54533633	4.97603566e+00
0.54551138	4.96098352e+00
0.54568642	4.94600970e+00
0.54586147	4.93111346e+00
0.54603651	4.91629407e+00
0.54621155	4.90155081e+00
0.54638660	4.88688294e+00
0.54656164	4.87235656e+00
0.54673668	4.85790857e+00
0.54691173	4.84353362e+00
0.54708677	4.82923104e+00
0.54726182	4.81500015e+00
0.54743686	4.80084031e+00
0.54761190	4.78675085e+00
0.54778695	4.77273115e+00
0.54796199	4.75878056e+00
0.54813703	4.74489845e+00
0.54831208	4.73108422e+00
0.54848712	4.71736573e+00
0.54866217	4.70374523e+00
0.54883721	4.69019057e+00
0.54901225	4.67670118e+00
0.54918730	4.66327647e+00
0.54936234	4.64991588e+00
0.54953738	4.63661883e+00
0.54971243	4.62338479e+00
0.54988747	4.61021319e+00
0.55006252	4.59710349e+00
0.55023756	4.58405516e+00
0.55041260	4.57106935e+00
0.55058765	4.55820563e+00
0.55076269	4.54540149e+00
0.55093773	4.53265642e+00
0.55111278	4.51996991e+00
0.55128782	4.50734148e+00
0.55146287	4.49477062e+00
0.55163791	4.48225687e+00
0.55181295	4.46979972e+00
0.55198800	4.45739873e+00
0.55216304	4.44505341e+00
0.55233808	4.43276330e+00
0.55251313	4.42056063e+00
0.55268817	4.40843714e+00
0.55286322	4.39636732e+00
0.55303826	4.38435072e+00
0.55321330	4.37238692e+00
0.55338835	4.36047549e+00
0.55356339	4.34861600e+00
0.55373843	4.33680804e+00
0.55391348	4.32505118e+00
0.55408852	4.31334503e+00
0.55426357	4.30168917e+00
0.55443861	4.29009011e+00
0.55461365	4.27859220e+00
0.55478870	4.26714320e+00
0.55496374	4.25574273e+00
0.55513878	4.24439041e+00
0.55531383	4.23308587e+00
0.55548887	4.22182873e+00
0.55566392	4.21061862e+00
0.55583896	4.19945518e+00
0.55601400	4.18833805e+00
0.55618905	4.17726686e+00
0.55636409	4.16624128e+00
0.55653913	4.15529604e+00
0.55671418	4.14441384e+00
0.55688922	4.13357603e+00
0.55706427	4.12278228e+00
0.55723931	4.11203225e+00
0.55741435	4.10132562e+00
0.55758940	4.09066207e+00
0.55776444	4.08004126e+00
0.55793948	4.06946289e+00
0.55811453	4.05892663e+00
0.55828957	4.04843217e+00
0.55846462	4.03799061e+00
0.55863966	4.02763325e+00
0.55881470	4.01731661e+00
0.55898975	4.00704039e+00
0.55916479	3.99680430e+00
0.55933983	3.98660804e+00
0.55951488	3.97645133e+00
0.55968992	3.96633389e+00
0.55986497	3.95625542e+00
0.56004001	3.94621565e+00
0.56021505	3.93621430e+00
0.56039010	3.92625109e+00
0.56056514	3.91636790e+00
0.56074019	3.90653543e+00
0.56091523	3.89674013e+00
0.56109027	3.88698175e+00
0.56126532	3.87726003e+00
0.56144036	3.86757471e+00
0.56161540	3.85792552e+00
0.56179045	3.84831224e+00
0.56196549	3.83873459e+00
0.56214054	3.82919234e+00
0.56231558	3.81968523e+00
0.56249062	3.81022701e+00
0.56266567	3.80083588e+00
0.56284071	3.79147905e+00
0.56301575	3.78215628e+00
0.56319080	3.77286735e+00
0.56336584	3.76361201e+00
0.56354089	3.75439005e+00
0.56371593	3.74520124e+00
0.56389097	3.73604536e+00
0.56406602	3.72692218e+00
0.56424106	3.71783149e+00
0.56441610	3.70877307e+00
0.56459115	3.69979413e+00
0.56476619	3.69085513e+00
0.56494124	3.68194760e+00
0.56511628	3.67307135e+00
0.56529132	3.66422616e+00
0.56546637	3.65541183e+00
0.56564141	3.64662816e+00
0.56581645	3.63787494e+00
0.56599150	3.62915199e+00
0.56616654	3.62045909e+00
0.56634159	3.61179607e+00
0.56651663	3.60317875e+00
0.56669167	3.59461568e+00
0.56686672	3.58608180e+00
0.56704176	3.57757692e+00
0.56721680	3.56910085e+00
0.56739185	3.56065341e+00
0.56756689	3.55223442e+00
0.56774194	3.54384369e+00
0.56791698	3.53548106e+00
0.56809202	3.52714633e+00
0.56826707	3.51883935e+00
0.56844211	3.51055992e+00
0.56861715	3.50235676e+00
0.56879220	3.49418361e+00
0.56896724	3.48603738e+00
0.56914229	3.47791790e+00
0.56931733	3.46982501e+00
0.56949237	3.46175853e+00
0.56966742	3.45371831e+00
0.56984246	3.44570419e+00
0.57001750	3.43771600e+00
0.57019255	3.42975359e+00
0.57036759	3.42181680e+00
0.57054264	3.41392570e+00
0.57071768	3.40608144e+00
0.57089272	3.39826223e+00
0.57106777	3.39046792e+00
0.57124281	3.38269837e+00
0.57141785	3.37495342e+00
0.57159290	3.36723292e+00
0.57176794	3.35953673e+00
0.57194299	3.35186471e+00
0.57211803	3.34421671e+00
0.57229307	3.33659260e+00
0.57246812	3.32899390e+00
0.57264316	3.32146532e+00
0.57281820	3.31396007e+00
0.57299325	3.30647804e+00
0.57316829	3.29901907e+00
0.57334334	3.29158304e+00
0.57351838	3.28416980e+00
0.57369342	3.27677924e+00
0.57386847	3.26941122e+00
0.57404351	3.26206560e+00
0.57421855	3.25474226e+00
0.57439360	3.24744107e+00
0.57456864	3.24018418e+00
0.57474369	3.23296559e+00
0.57491873	3.22576867e+00
0.57509377	3.21859332e+00
0.57526882	3.21143939e+00
0.57544386	3.20430678e+00
0.57561890	3.19719537e+00
0.57579395	3.19010502e+00
0.57596899	3.18303563e+00
0.57614404	3.17598708e+00
0.57631908	3.16895924e+00
0.57649412	3.16195769e+00
0.57666917	3.15501578e+00
0.57684421	3.14809414e+00
0.57701925	3.14119266e+00
0.57719430	3.13431123e+00
0.57736934	3.12744973e+00
0.57754439	3.12060806e+00
0.57771943	3.11378612e+00
0.57789447	3.10698378e+00
0.57806952	3.10020094e+00
0.57824456	3.09343750e+00
0.57841960	3.08669335e+00
0.57859465	3.07999359e+00
0.57876969	3.07332545e+00
0.57894474	3.06667620e+00
0.57911978	3.06004575e+00
0.57929482	3.05343399e+00
0.57946987	3.04684081e+00
0.57964491	3.04026613e+00
0.57981995	3.03370985e+00
0.57999500	3.02717185e+00
0.58017004	3.02065205e+00
0.58034509	3.01415036e+00
0.58052013	3.00767575e+00
0.58069517	3.00125164e+00
0.58087022	2.99484525e+00
0.58104526	2.98845650e+00
0.58122031	2.98208527e+00
0.58139535	2.97573150e+00
0.58157039	2.96939508e+00
0.58174544	2.96307592e+00
0.58192048	2.95677394e+00
0.58209552	2.95048904e+00
0.58227057	2.94422114e+00
0.58244561	2.93797015e+00
0.58262066	2.93176398e+00
0.58279570	2.92558341e+00
0.58297074	2.91941942e+00
0.58314579	2.91327192e+00
0.58332083	2.90714081e+00
0.58349587	2.90102603e+00
0.58367092	2.89492747e+00
0.58384596	2.88884507e+00
0.58402101	2.88277874e+00
0.58419605	2.87672840e+00
0.58437109	2.87069396e+00
0.58454614	2.86468643e+00
0.58472118	2.85871930e+00
0.58489622	2.85276778e+00
0.58507127	2.84683177e+00
0.58524631	2.84091120e+00
0.58542136	2.83500600e+00
0.58559640	2.82911607e+00
0.58577144	2.82324136e+00
0.58594649	2.81738179e+00
0.58612153	2.81153727e+00
0.58629657	2.80570774e+00
0.58647162	2.79989313e+00
0.58664666	2.79412946e+00
0.58682171	2.78838632e+00
0.58699675	2.78265779e+00
0.58717179	2.77694380e+00
0.58734684	2.77124427e+00
0.58752188	2.76555915e+00
0.58769692	2.75988835e+00
0.58787197	2.75423180e+00
0.58804701	2.74858945e+00
0.58822206	2.74296121e+00
0.58839710	2.73734703e+00
0.58857214	2.73175969e+00
0.58874719	2.72620547e+00
0.58892223	2.72066503e+00
0.58909727	2.71513831e+00
0.58927232	2.70962525e+00
0.58944736	2.70412578e+00
0.58962241	2.69863984e+00
0.58979745	2.69316736e+00
0.58997249	2.68770828e+00
0.59014754	2.68226254e+00
0.59032258	2.67683007e+00
0.59049762	2.67141082e+00
0.59067267	2.66604022e+00
0.59084771	2.66068443e+00
0.59102276	2.65534159e+00
0.59119780	2.65001165e+00
0.59137284	2.64469454e+00
0.59154789	2.63939020e+00
0.59172293	2.63409858e+00
0.59189797	2.62881962e+00
0.59207302	2.62355326e+00
0.59224806	2.61829944e+00
0.59242311	2.61305810e+00
0.59259815	2.60784467e+00
0.59277319	2.60265953e+00
0.59294824	2.59748665e+00
0.59312328	2.59232597e+00
0.59329832	2.58717742e+00
0.59347337	2.58204097e+00
0.59364841	2.57691655e+00
0.59382346	2.57180410e+00
0.59399850	2.56670358e+00
0.59417354	2.56161492e+00
0.59434859	2.55653809e+00
0.59452363	2.55147461e+00
0.59469867	2.54645766e+00
0.59487372	2.54145231e+00
0.59504876	2.53645849e+00
0.59522381	2.53147616e+00
0.59539885	2.52650527e+00
0.59557389	2.52154576e+00
0.59574894	2.51659759e+00
0.59592398	2.51166071e+00
0.59609902	2.50673506e+00
0.59627407	2.50182059e+00
0.59644911	2.49691727e+00
