# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	7.37241150e+01
0.50017504	8.06825594e+01
0.50035009	9.01237773e+01
0.50052513	1.03983380e+02
0.50070018	1.27286664e+02
0.50087522	1.80113636e+02
0.50105026	2.21844654e+03
0.50122531	1.78557684e+02
0.50140035	1.26329212e+02
0.50157539	1.03092656e+02
0.50175044	8.92091904e+01
0.50192548	7.97183221e+01
0.50210053	7.27021038e+01
0.50227557	6.72417550e+01
0.50245061	6.28355804e+01
0.50262566	5.91815534e+01
0.50280070	5.60867370e+01
0.50297574	5.34211255e+01
0.50315079	5.10934597e+01
0.50332583	4.90375391e+01
0.50350088	4.72040148e+01
0.50367592	4.55552466e+01
0.50385096	4.40619558e+01
0.50402601	4.27009794e+01
0.50420105	4.14537189e+01
0.50437609	4.03052759e+01
0.50455114	3.92432243e+01
0.50472618	3.82569344e+01
0.50490123	3.73377209e+01
0.50507627	3.64782333e+01
0.50525131	3.56722031e+01
0.50542636	3.49142473e+01
0.50560140	3.41997136e+01
0.50577644	3.35245575e+01
0.50595149	3.28852439e+01
0.50612653	3.22786677e+01
0.50630158	3.17020924e+01
0.50647662	3.11535492e+01
0.50665166	3.06303971e+01
0.50682671	3.01307058e+01
0.50700175	2.96527449e+01
0.50717679	2.91949582e+01
0.50735184	2.87559412e+01
0.50752688	2.83344231e+01
0.50770193	2.79292507e+01
0.50787697	2.75393747e+01
0.50805201	2.71638379e+01
0.50822706	2.68017654e+01
0.50840210	2.64525416e+01
0.50857714	2.61153907e+01
0.50875219	2.57894805e+01
0.50892723	2.54741866e+01
0.50910228	2.51689323e+01
0.50927732	2.48731838e+01
0.50945236	2.45864466e+01
0.50962741	2.43082614e+01
0.50980245	2.40382013e+01
0.50997749	2.37758685e+01
0.51015254	2.35208923e+01
0.51032758	2.32729606e+01
0.51050263	2.30320187e+01
0.51067767	2.27974539e+01
0.51085271	2.25689822e+01
0.51102776	2.23463373e+01
0.51120280	2.21292687e+01
0.51137784	2.19175409e+01
0.51155289	2.17109321e+01
0.51172793	2.15092332e+01
0.51190298	2.13122472e+01
0.51207802	2.11197876e+01
0.51225306	2.09316785e+01
0.51242811	2.07479252e+01
0.51260315	2.05682912e+01
0.51277819	2.03925299e+01
0.51295324	2.02204995e+01
0.51312828	2.00520655e+01
0.51330333	1.98871002e+01
0.51347837	1.97254820e+01
0.51365341	1.95670955e+01
0.51382846	1.94118306e+01
0.51400350	1.92595824e+01
0.51417854	1.91102510e+01
0.51435359	1.89637909e+01
0.51452863	1.88202689e+01
0.51470368	1.86793871e+01
0.51487872	1.85410625e+01
0.51505376	1.84052157e+01
0.51522881	1.82717708e+01
0.51540385	1.81406551e+01
0.51557889	1.80117989e+01
0.51575394	1.78851355e+01
