# z/w	Integrand for V0 = 0.0135 eV, theta = 0.2600 mrad
0.50000000	9.54576162e-01
0.50017504	9.93403086e-01
0.50035009	1.03759786e+00
0.50052513	1.08851429e+00
0.50070018	1.14802128e+00
0.50087522	1.21882336e+00
0.50105026	1.30498861e+00
0.50122531	1.41298191e+00
0.50140035	1.55385091e+00
0.50157539	1.74847519e+00
0.50175044	2.04271546e+00
0.50192548	2.56637404e+00
0.50210053	3.96432615e+00
0.50227557	6.33076352e+00
0.50245061	2.96290876e+00
0.50262566	2.21813005e+00
0.50280070	1.84753205e+00
0.50297574	1.61571287e+00
0.50315079	1.45317703e+00
0.50332583	1.33106968e+00
0.50350088	1.23497261e+00
0.50367592	1.15677351e+00
0.50385096	1.09151207e+00
0.50402601	1.03596199e+00
0.50420105	9.87922054e-01
0.50437609	9.45837764e-01
0.50455114	9.08568616e-01
0.50472618	8.75251534e-01
0.50490123	8.45229889e-01
0.50507627	8.17990423e-01
0.50525131	7.93125346e-01
0.50542636	7.70306004e-01
0.50560140	7.49264163e-01
0.50577644	7.29778437e-01
0.50595149	7.11664260e-01
0.50612653	6.94766367e-01
0.50630158	6.78953162e-01
0.50647662	6.64122091e-01
0.50665166	6.50165878e-01
0.50682671	6.37000754e-01
0.50700175	6.24553784e-01
0.50717679	6.12761130e-01
0.50735184	6.01566640e-01
0.50752688	5.90920696e-01
0.50770193	5.80779271e-01
0.50787697	5.71103141e-01
0.50805201	5.61857230e-01
0.50822706	5.53010066e-01
0.50840210	5.44537301e-01
0.50857714	5.36412481e-01
0.50875219	5.28609124e-01
0.50892723	5.21106195e-01
0.50910228	5.13884546e-01
0.50927732	5.06926696e-01
0.50945236	5.00216655e-01
0.50962741	4.93739758e-01
0.50980245	4.87482535e-01
0.50997749	4.81432581e-01
0.51015254	4.75578453e-01
0.51032758	4.69910291e-01
0.51050263	4.64423900e-01
0.51067767	4.59103748e-01
0.51085271	4.53941410e-01
0.51102776	4.48929051e-01
0.51120280	4.44059369e-01
0.51137784	4.39325553e-01
0.51155289	4.34721240e-01
0.51172793	4.30240480e-01
0.51190298	4.25877697e-01
0.51207802	4.21627665e-01
0.51225306	4.17485476e-01
0.51242811	4.13450043e-01
0.51260315	4.09515403e-01
0.51277819	4.05675477e-01
0.51295324	4.01926415e-01
0.51312828	3.98264583e-01
0.51330333	3.94686549e-01
0.51347837	3.91189066e-01
0.51365341	3.87769063e-01
0.51382846	3.84423630e-01
0.51400350	3.81150010e-01
0.51417854	3.77945587e-01
0.51435359	3.74808874e-01
0.51452863	3.71740673e-01
0.51470368	3.68734507e-01
0.51487872	3.65788240e-01
0.51505376	3.62899840e-01
0.51522881	3.60067372e-01
0.51540385	3.57288988e-01
0.51557889	3.54562927e-01
0.51575394	3.51887508e-01
0.51592898	3.49261123e-01
0.51610403	3.46682236e-01
0.51627907	3.44149379e-01
0.51645411	3.41665017e-01
0.51662916	3.39225214e-01
0.51680420	3.36827337e-01
0.51697924	3.34470151e-01
0.51715429	3.32152472e-01
0.51732933	3.29873164e-01
0.51750438	3.27631137e-01
0.51767942	3.25425343e-01
0.51785446	3.23254775e-01
0.51802951	3.21118467e-01
0.51820455	3.19015487e-01
0.51837959	3.16946112e-01
0.51855464	3.14911241e-01
0.51872968	3.12907068e-01
0.51890473	3.10932796e-01
0.51907977	3.08987655e-01
0.51925481	3.07070903e-01
0.51942986	3.05181824e-01
0.51960490	3.03319729e-01
0.51977994	3.01483951e-01
0.51995499	2.99673848e-01
0.52013003	2.97888796e-01
0.52030508	2.96128197e-01
0.52048012	2.94395170e-01
0.52065516	2.92686146e-01
0.52083021	2.90999850e-01
0.52100525	2.89335757e-01
0.52118030	2.87693359e-01
0.52135534	2.86072167e-01
0.52153038	2.84471703e-01
0.52170543	2.82891509e-01
0.52188047	2.81331137e-01
0.52205551	2.79790154e-01
0.52223056	2.78268143e-01
0.52240560	2.76766026e-01
0.52258065	2.75284279e-01
0.52275569	2.73820288e-01
0.52293073	2.72373683e-01
0.52310578	2.70944104e-01
0.52328082	2.69531201e-01
0.52345586	2.68134635e-01
0.52363091	2.66754075e-01
0.52380595	2.65389201e-01
0.52398100	2.64039703e-01
0.52415604	2.62705275e-01
0.52433108	2.61385625e-01
0.52450613	2.60084107e-01
0.52468117	2.58797062e-01
0.52485621	2.57523927e-01
0.52503126	2.56264439e-01
0.52520630	2.55018342e-01
0.52538135	2.53785386e-01
0.52555639	2.52565329e-01
0.52573143	2.51357932e-01
0.52590648	2.50162966e-01
0.52608152	2.48980206e-01
0.52625656	2.47809432e-01
0.52643161	2.46651898e-01
0.52660665	2.45507590e-01
0.52678170	2.44374622e-01
0.52695674	2.43252795e-01
0.52713178	2.42141917e-01
0.52730683	2.41041799e-01
0.52748187	2.39952257e-01
0.52765691	2.38873113e-01
0.52783196	2.37804191e-01
0.52800700	2.36745321e-01
0.52818205	2.35696335e-01
0.52835709	2.34657132e-01
0.52853213	2.33630908e-01
0.52870718	2.32614068e-01
0.52888222	2.31606459e-01
0.52905726	2.30607935e-01
0.52923231	2.29618350e-01
0.52940735	2.28637562e-01
0.52958240	2.27665433e-01
0.52975744	2.26701828e-01
0.52993248	2.25746614e-01
0.53010753	2.24799661e-01
0.53028257	2.23860844e-01
0.53045761	2.22931629e-01
0.53063266	2.22011552e-01
0.53080770	2.21099230e-01
0.53098275	2.20194544e-01
0.53115779	2.19297382e-01
0.53133283	2.18407633e-01
0.53150788	2.17525188e-01
0.53168292	2.16649940e-01
0.53185796	2.15781785e-01
0.53203301	2.14920620e-01
0.53220805	2.14066345e-01
0.53238310	2.13219206e-01
0.53255814	2.12381558e-01
0.53273318	2.11550493e-01
0.53290823	2.10725919e-01
0.53308327	2.09907747e-01
0.53325831	2.09095886e-01
0.53343336	2.08290251e-01
0.53360840	2.07490756e-01
0.53378345	2.06697317e-01
0.53395849	2.05909853e-01
0.53413353	2.05128283e-01
0.53430858	2.04352528e-01
0.53448362	2.03584189e-01
0.53465866	2.02822408e-01
0.53483371	2.02066201e-01
0.53500875	2.01315494e-01
0.53518380	2.00570216e-01
0.53535884	1.99830297e-01
0.53553388	1.99095668e-01
0.53570893	1.98366260e-01
0.53588397	1.97642007e-01
0.53605901	1.96922844e-01
0.53623406	1.96208707e-01
0.53640910	1.95500073e-01
0.53658415	1.94798482e-01
0.53675919	1.94101717e-01
0.53693423	1.93409719e-01
0.53710928	1.92722428e-01
0.53728432	1.92039789e-01
0.53745936	1.91361743e-01
0.53763441	1.90688235e-01
0.53780945	1.90019211e-01
0.53798450	1.89354617e-01
0.53815954	1.88694400e-01
