# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	1.98408254e+00
0.50017504	2.17135494e+00
0.50035009	2.42544673e+00
0.50052513	2.79845199e+00
0.50070018	3.42561393e+00
0.50087522	4.84734226e+00
0.50105026	5.97045798e+01
0.50122531	4.80550256e+00
0.50140035	3.39989613e+00
0.50157539	2.77454125e+00
0.50175044	2.40090322e+00
0.50192548	2.14548167e+00
0.50210053	1.95665945e+00
0.50227557	1.80970971e+00
0.50245061	1.69112993e+00
0.50262566	1.59279236e+00
0.50280070	1.50950460e+00
0.50297574	1.43776784e+00
0.50315079	1.37512606e+00
0.50332583	1.31979762e+00
0.50350088	1.27045441e+00
0.50367592	1.22608344e+00
0.50385096	1.18589675e+00
0.50402601	1.14927095e+00
0.50420105	1.11570551e+00
0.50437609	1.08479978e+00
0.50455114	1.05621937e+00
0.50472618	1.02967786e+00
0.50490123	1.00494149e+00
0.50507627	9.81812448e-01
0.50525131	9.60122045e-01
0.50542636	9.39725406e-01
0.50560140	9.20497328e-01
0.50577644	9.02328967e-01
0.50595149	8.85125189e-01
0.50612653	8.68802423e-01
0.50630158	8.53287033e-01
0.50647662	8.38526336e-01
0.50665166	8.24448939e-01
0.50682671	8.11002898e-01
0.50700175	7.98141647e-01
0.50717679	7.85823300e-01
0.50735184	7.74010066e-01
0.50752688	7.62667744e-01
0.50770193	7.51765298e-01
0.50787697	7.41274491e-01
0.50805201	7.31169566e-01
0.50822706	7.21426971e-01
0.50840210	7.12030216e-01
0.50857714	7.02958406e-01
0.50875219	6.94189087e-01
0.50892723	6.85705456e-01
0.50910228	6.77491993e-01
0.50927732	6.69534336e-01
0.50945236	6.61819175e-01
0.50962741	6.54334151e-01
0.50980245	6.47067772e-01
0.50997749	6.40009339e-01
0.51015254	6.33148871e-01
0.51032758	6.26478007e-01
0.51050263	6.19995552e-01
0.51067767	6.13684699e-01
0.51085271	6.07537808e-01
0.51102776	6.01547706e-01
0.51120280	5.95707657e-01
0.51137784	5.90011322e-01
0.51155289	5.84452733e-01
0.51172793	5.79026266e-01
0.51190298	5.73726614e-01
0.51207802	5.68548763e-01
0.51225306	5.63487977e-01
0.51242811	5.58544422e-01
0.51260315	5.53711724e-01
0.51277819	5.48983231e-01
0.51295324	5.44355132e-01
0.51312828	5.39823806e-01
0.51330333	5.35385817e-01
0.51347837	5.31037894e-01
0.51365341	5.26776928e-01
0.51382846	5.22599958e-01
0.51400350	5.18504162e-01
0.51417854	5.14486852e-01
0.51435359	5.10546837e-01
0.51452863	5.06686034e-01
0.51470368	5.02896270e-01
0.51487872	4.99175312e-01
0.51505376	4.95521025e-01
0.51522881	4.91931365e-01
0.51540385	4.88404376e-01
0.51557889	4.84938183e-01
0.51575394	4.81530992e-01
0.51592898	4.78181079e-01
0.51610403	4.74886792e-01
0.51627907	4.71646546e-01
0.51645411	4.68464041e-01
0.51662916	4.65334324e-01
0.51680420	4.62254178e-01
0.51697924	4.59222252e-01
0.51715429	4.56237248e-01
0.51732933	4.53297914e-01
0.51750438	4.50403047e-01
0.51767942	4.47551487e-01
0.51785446	4.44742117e-01
0.51802951	4.41973859e-01
0.51820455	4.39245675e-01
0.51837959	4.36558175e-01
0.51855464	4.33912824e-01
0.51872968	4.31304587e-01
0.51890473	4.28732564e-01
0.51907977	4.26195883e-01
0.51925481	4.23693704e-01
0.51942986	4.21225214e-01
0.51960490	4.18789626e-01
0.51977994	4.16386181e-01
0.51995499	4.14014141e-01
0.52013003	4.11672795e-01
0.52030508	4.09361452e-01
0.52048012	4.07084494e-01
0.52065516	4.04837174e-01
0.52083021	4.02617862e-01
0.52100525	4.00425949e-01
0.52118030	3.98260847e-01
0.52135534	3.96121986e-01
0.52153038	3.94008811e-01
0.52170543	3.91920784e-01
0.52188047	3.89857383e-01
0.52205551	3.87818102e-01
0.52223056	3.85802448e-01
0.52240560	3.83811801e-01
0.52258065	3.81846909e-01
0.52275569	3.79904210e-01
0.52293073	3.77983267e-01
0.52310578	3.76083652e-01
0.52328082	3.74204952e-01
0.52345586	3.72346763e-01
0.52363091	3.70508693e-01
0.52380595	3.68690361e-01
0.52398100	3.66891394e-01
0.52415604	3.65111432e-01
0.52433108	3.63350121e-01
0.52450613	3.61612110e-01
0.52468117	3.59892432e-01
0.52485621	3.58190364e-01
0.52503126	3.56505588e-01
0.52520630	3.54837795e-01
