# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	1.98503065e+01
0.50017504	2.17238997e+01
0.50035009	2.42660001e+01
0.50052513	2.79977928e+01
0.50070018	3.42723459e+01
0.50087522	4.84962974e+01
0.50105026	5.97326828e+02
0.50122531	4.80775874e+01
0.50140035	3.40148828e+01
0.50157539	2.77583719e+01
0.50175044	2.40202174e+01
0.50192548	2.14647859e+01
0.50210053	1.95756625e+01
0.50227557	1.81054619e+01
0.50245061	1.69190820e+01
0.50262566	1.59352205e+01
0.50280070	1.51019297e+01
0.50297574	1.43842048e+01
0.50315079	1.37574737e+01
0.50332583	1.32039115e+01
0.50350088	1.27102307e+01
0.50367592	1.22662964e+01
0.50385096	1.18642253e+01
0.50402601	1.14977804e+01
0.50420105	1.11619542e+01
0.50437609	1.08527384e+01
0.50455114	1.05667877e+01
0.50472618	1.03012358e+01
0.50490123	1.00537442e+01
0.50507627	9.82233385e+00
0.50525131	9.60531686e+00
0.50542636	9.40124387e+00
0.50560140	9.20886224e+00
0.50577644	9.02708300e+00
0.50595149	8.85495434e+00
0.50612653	8.69164014e+00
0.50630158	8.53640368e+00
0.50647662	8.38871491e+00
0.50665166	8.24786262e+00
0.50682671	8.11332711e+00
0.50700175	7.98464249e+00
0.50717679	7.86138969e+00
0.50735184	7.74319060e+00
0.50752688	7.62970305e+00
0.50770193	7.52061653e+00
0.50787697	7.41564852e+00
0.50805201	7.31454130e+00
0.50822706	7.21705927e+00
0.50840210	7.12303633e+00
0.50857714	7.03226367e+00
0.50875219	6.94451753e+00
0.50892723	6.85962980e+00
0.50910228	6.77744520e+00
0.50927732	6.69782003e+00
0.50945236	6.62062111e+00
0.50962741	6.54572480e+00
0.50980245	6.47301612e+00
0.50997749	6.40238801e+00
0.51015254	6.33374063e+00
0.51032758	6.26699014e+00
0.51050263	6.20212323e+00
0.51067767	6.13897330e+00
0.51085271	6.07746390e+00
0.51102776	6.01752328e+00
0.51120280	5.95908403e+00
0.51137784	5.90208273e+00
0.51155289	5.84645967e+00
0.51172793	5.79215858e+00
0.51190298	5.73912635e+00
0.51207802	5.68731283e+00
0.51225306	5.63667062e+00
0.51242811	5.58720070e+00
0.51260315	5.53883960e+00
0.51277819	5.49152117e+00
0.51295324	5.44520727e+00
0.51312828	5.39986167e+00
0.51330333	5.35544997e+00
0.51347837	5.31193948e+00
0.51365341	5.26929907e+00
0.51382846	5.22749912e+00
0.51400350	5.18651139e+00
0.51417854	5.14630898e+00
0.51435359	5.10687971e+00
0.51452863	5.06824186e+00
0.51470368	5.03031484e+00
0.51487872	4.99307631e+00
0.51505376	4.95650491e+00
0.51522881	4.92058018e+00
0.51540385	4.88528256e+00
0.51557889	4.85059329e+00
0.51575394	4.81649439e+00
0.51592898	4.78296864e+00
0.51610403	4.74999951e+00
0.51627907	4.71757112e+00
0.51645411	4.68571984e+00
0.51662916	4.65439655e+00
0.51680420	4.62356930e+00
0.51697924	4.59322456e+00
0.51715429	4.56334935e+00
0.51732933	4.53393114e+00
0.51750438	4.50495790e+00
0.51767942	4.47641801e+00
0.51785446	4.44830030e+00
0.51802951	4.42059399e+00
0.51820455	4.39328867e+00
0.51837959	4.36639011e+00
0.51855464	4.33991239e+00
0.51872968	4.31380608e+00
0.51890473	4.28806215e+00
0.51907977	4.26267189e+00
0.51925481	4.23762690e+00
0.51942986	4.21291904e+00
0.51960490	4.18854043e+00
0.51977994	4.16448347e+00
0.51995499	4.14074080e+00
0.52013003	4.11730527e+00
0.52030508	4.09417000e+00
0.52048012	4.07137880e+00
0.52065516	4.04888418e+00
0.52083021	4.02666984e+00
0.52100525	4.00472969e+00
0.52118030	3.98305785e+00
0.52135534	3.96164860e+00
0.52153038	3.94049640e+00
0.52170543	3.91959586e+00
0.52188047	3.89894176e+00
0.52205551	3.87852903e+00
0.52223056	3.85835275e+00
0.52240560	3.83842627e+00
0.52258065	3.81875681e+00
0.52275569	3.79930945e+00
0.52293073	3.78007981e+00
0.52310578	3.76106362e+00
0.52328082	3.74225674e+00
0.52345586	3.72365513e+00
0.52363091	3.70525488e+00
0.52380595	3.68705214e+00
0.52398100	3.66904322e+00
0.52415604	3.65122449e+00
0.52433108	3.63359242e+00
0.52450613	3.61619318e+00
0.52468117	3.59897739e+00
0.52485621	3.58193783e+00
0.52503126	3.56507134e+00
0.52520630	3.54837482e+00
0.52538135	3.53184525e+00
0.52555639	3.51547971e+00
0.52573143	3.49927532e+00
0.52590648	3.48322929e+00
0.52608152	3.46733889e+00
0.52625656	3.45160146e+00
0.52643161	3.43603452e+00
0.52660665	3.42063823e+00
0.52678170	3.40538700e+00
0.52695674	3.39027843e+00
0.52713178	3.37531017e+00
0.52730683	3.36047990e+00
0.52748187	3.34578538e+00
0.52765691	3.33122441e+00
0.52783196	3.31679484e+00
0.52800700	3.30249458e+00
0.52818205	3.28832158e+00
0.52835709	3.27427467e+00
0.52853213	3.26039826e+00
0.52870718	3.24664293e+00
0.52888222	3.23300678e+00
0.52905726	3.21948799e+00
0.52923231	3.20608476e+00
0.52940735	3.19279535e+00
0.52958240	3.17961804e+00
0.52975744	3.16655115e+00
0.52993248	3.15359302e+00
0.53010753	3.14074207e+00
0.53028257	3.12799670e+00
0.53045761	3.11537724e+00
0.53063266	3.10287748e+00
0.53080770	3.09047854e+00
0.53098275	3.07817898e+00
0.53115779	3.06597737e+00
0.53133283	3.05387232e+00
0.53150788	3.04186247e+00
0.53168292	3.02994650e+00
0.53185796	3.01812308e+00
0.53203301	3.00639093e+00
0.53220805	2.99474880e+00
0.53238310	2.98320022e+00
0.53255814	2.97177802e+00
0.53273318	2.96044197e+00
0.53290823	2.94919090e+00
0.53308327	2.93802367e+00
0.53325831	2.92693917e+00
0.53343336	2.91593631e+00
0.53360840	2.90501399e+00
0.53378345	2.89417117e+00
0.53395849	2.88340682e+00
0.53413353	2.87271991e+00
0.53430858	2.86210944e+00
0.53448362	2.85159759e+00
0.53465866	2.84117260e+00
0.53483371	2.83082099e+00
0.53500875	2.82054182e+00
0.53518380	2.81033418e+00
0.53535884	2.80019718e+00
0.53553388	2.79012994e+00
0.53570893	2.78013161e+00
0.53588397	2.77020132e+00
0.53605901	2.76033826e+00
0.53623406	2.75054159e+00
0.53640910	2.74081800e+00
0.53658415	2.73118896e+00
0.53675919	2.72162376e+00
0.53693423	2.71212164e+00
0.53710928	2.70268185e+00
0.53728432	2.69330366e+00
0.53745936	2.68398633e+00
0.53763441	2.67472917e+00
0.53780945	2.66553146e+00
0.53798450	2.65639252e+00
0.53815954	2.64731167e+00
0.53833458	2.63828824e+00
0.53850963	2.62935050e+00
0.53868467	2.62047827e+00
0.53885971	2.61166134e+00
0.53903476	2.60289910e+00
0.53920980	2.59419093e+00
0.53938485	2.58553623e+00
0.53955989	2.57693440e+00
0.53973493	2.56838486e+00
0.53990998	2.55988704e+00
0.54008502	2.55144036e+00
0.54026007	2.54304427e+00
0.54043511	2.53470745e+00
