# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	8.43545002e+00
0.50017504	9.23164928e+00
0.50035009	1.03119302e+01
0.50052513	1.18977674e+01
0.50070018	1.45641591e+01
0.50087522	2.06086751e+01
0.50105026	2.53836117e+02
0.50122531	2.04307339e+01
0.50140035	1.44547367e+01
0.50157539	1.17960092e+01
0.50175044	1.02074662e+01
0.50192548	9.12152560e+00
0.50210053	8.31873507e+00
0.50227557	7.69396737e+00
0.50245061	7.18981727e+00
0.50262566	6.77172792e+00
0.50280070	6.41762350e+00
0.50297574	6.11262870e+00
0.50315079	5.84630162e+00
0.50332583	5.61106758e+00
0.50350088	5.40128009e+00
0.50367592	5.21263231e+00
0.50385096	5.04177422e+00
0.50402601	4.88605547e+00
0.50420105	4.74334803e+00
0.50437609	4.61194836e+00
0.50455114	4.49043481e+00
0.50472618	4.37758973e+00
0.50490123	4.27241938e+00
0.50507627	4.17408271e+00
0.50525131	4.08186250e+00
0.50542636	3.99514284e+00
0.50560140	3.91339140e+00
0.50577644	3.83614544e+00
0.50595149	3.76300048e+00
0.50612653	3.69360121e+00
0.50630158	3.62763456e+00
0.50647662	3.56487488e+00
0.50665166	3.50502036e+00
0.50682671	3.44785016e+00
0.50700175	3.39316629e+00
0.50717679	3.34079068e+00
0.50735184	3.29056264e+00
0.50752688	3.24233677e+00
0.50770193	3.19598112e+00
0.50787697	3.15137562e+00
0.50805201	3.10841077e+00
0.50822706	3.06698644e+00
0.50840210	3.02703245e+00
0.50857714	2.98845997e+00
0.50875219	2.95117360e+00
0.50892723	2.91510188e+00
0.50910228	2.88017885e+00
0.50927732	2.84634343e+00
0.50945236	2.81353903e+00
0.50962741	2.78171311e+00
0.50980245	2.75081680e+00
0.50997749	2.72080463e+00
0.51015254	2.69163414e+00
0.51032758	2.66326971e+00
0.51050263	2.63570546e+00
0.51067767	2.60887084e+00
0.51085271	2.58273335e+00
0.51102776	2.55726251e+00
0.51120280	2.53242967e+00
0.51137784	2.50820788e+00
0.51155289	2.48457176e+00
0.51172793	2.46149741e+00
0.51190298	2.43896226e+00
0.51207802	2.41694499e+00
0.51225306	2.39542546e+00
0.51242811	2.37440389e+00
0.51260315	2.35385341e+00
0.51277819	2.33374601e+00
0.51295324	2.31406548e+00
0.51312828	2.29479643e+00
0.51330333	2.27592425e+00
0.51347837	2.25743503e+00
0.51365341	2.23931554e+00
0.51382846	2.22155321e+00
0.51400350	2.20413603e+00
0.51417854	2.18705257e+00
0.51435359	2.17029781e+00
0.51452863	2.15387999e+00
0.51470368	2.13776423e+00
0.51487872	2.12194104e+00
0.51505376	2.10640132e+00
0.51522881	2.09113640e+00
0.51540385	2.07613796e+00
0.51557889	2.06139802e+00
