# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	2.16439997e+00
0.50017504	2.36869283e+00
0.50035009	2.64587673e+00
0.50052513	3.05277864e+00
0.50070018	3.73693426e+00
0.50087522	5.28786446e+00
0.50105026	6.51304173e+01
0.50122531	5.24221241e+00
0.50140035	3.70886508e+00
0.50157539	3.02667754e+00
0.50175044	2.61908267e+00
0.50192548	2.34044771e+00
0.50210053	2.13446461e+00
0.50227557	1.97415937e+00
0.50245061	1.84480444e+00
0.50262566	1.73753128e+00
0.50280070	1.64667547e+00
0.50297574	1.56842028e+00
0.50315079	1.50008651e+00
0.50332583	1.43973062e+00
0.50350088	1.38590384e+00
0.50367592	1.33750110e+00
0.50385096	1.29366286e+00
0.50402601	1.25370907e+00
0.50420105	1.21709374e+00
0.50437609	1.18337946e+00
0.50455114	1.15220142e+00
0.50472618	1.12324758e+00
0.50490123	1.09626294e+00
0.50507627	1.07103171e+00
0.50525131	1.04736987e+00
0.50542636	1.02511938e+00
0.50560140	1.00414365e+00
0.50577644	9.84323943e-01
0.50595149	9.65556490e-01
0.50612653	9.47750118e-01
0.50630158	9.30824503e-01
0.50647662	9.14722331e-01
0.50665166	8.99365555e-01
0.50682671	8.84697512e-01
0.50700175	8.70667403e-01
0.50717679	8.57229536e-01
0.50735184	8.44342685e-01
0.50752688	8.31969542e-01
0.50770193	8.20076251e-01
0.50787697	8.08632007e-01
0.50805201	7.97608713e-01
0.50822706	7.86980678e-01
0.50840210	7.76730177e-01
0.50857714	7.66834362e-01
0.50875219	7.57268517e-01
0.50892723	7.48014313e-01
0.50910228	7.39054819e-01
0.50927732	7.30374370e-01
0.50945236	7.21958445e-01
0.50962741	7.13793563e-01
0.50980245	7.05867189e-01
0.50997749	6.98167650e-01
0.51015254	6.90684060e-01
0.51032758	6.83407234e-01
0.51050263	6.76335367e-01
0.51067767	6.69450701e-01
0.51085271	6.62744903e-01
0.51102776	6.56210148e-01
0.51120280	6.49839086e-01
0.51137784	6.43624803e-01
0.51155289	6.37560790e-01
0.51172793	6.31640909e-01
0.51190298	6.25859371e-01
0.51207802	6.20210707e-01
0.51225306	6.14689751e-01
0.51242811	6.09296748e-01
0.51260315	6.04024715e-01
0.51277819	5.98866360e-01
0.51295324	5.93817523e-01
0.51312828	5.88874257e-01
0.51330333	5.84032810e-01
0.51347837	5.79289617e-01
0.51365341	5.74641284e-01
0.51382846	5.70084582e-01
0.51400350	5.65616434e-01
0.51417854	5.61233905e-01
0.51435359	5.56935735e-01
0.51452863	5.52724134e-01
0.51470368	5.48590027e-01
0.51487872	5.44530979e-01
0.51505376	5.40544659e-01
0.51522881	5.36628838e-01
0.51540385	5.32781382e-01
0.51557889	5.29000247e-01
0.51575394	5.25283474e-01
0.51592898	5.21629184e-01
0.51610403	5.18035575e-01
0.51627907	5.14500916e-01
0.51645411	5.11029162e-01
0.51662916	5.07614965e-01
0.51680420	5.04254844e-01
0.51697924	5.00947326e-01
0.51715429	4.97690994e-01
0.51732933	4.94484484e-01
0.51750438	4.91326481e-01
0.51767942	4.88215722e-01
0.51785446	4.85150987e-01
0.51802951	4.82131101e-01
0.51820455	4.79154930e-01
0.51837959	4.76223112e-01
0.51855464	4.73337199e-01
0.51872968	4.70491774e-01
0.51890473	4.67685854e-01
0.51907977	4.64918491e-01
0.51925481	4.62188766e-01
0.51942986	4.59495793e-01
0.51960490	4.56838714e-01
0.51977994	4.54216699e-01
0.51995499	4.51628945e-01
0.52013003	4.49074675e-01
0.52030508	4.46553136e-01
0.52048012	4.44069171e-01
0.52065516	4.41617550e-01
0.52083021	4.39196481e-01
0.52100525	4.36805303e-01
0.52118030	4.34443374e-01
0.52135534	4.32110069e-01
0.52153038	4.29804786e-01
0.52170543	4.27526936e-01
0.52188047	4.25275951e-01
0.52205551	4.23051278e-01
0.52223056	4.20852380e-01
0.52240560	4.18680746e-01
0.52258065	4.16537183e-01
0.52275569	4.14417831e-01
0.52293073	4.12322211e-01
0.52310578	4.10249860e-01
0.52328082	4.08200324e-01
0.52345586	4.06173165e-01
0.52363091	4.04167953e-01
0.52380595	4.02184273e-01
0.52398100	4.00221720e-01
0.52415604	3.98279898e-01
0.52433108	3.96358423e-01
0.52450613	3.94462373e-01
0.52468117	3.92586323e-01
0.52485621	3.90729484e-01
0.52503126	3.88891508e-01
0.52520630	3.87072060e-01
0.52538135	3.85270811e-01
0.52555639	3.83487440e-01
0.52573143	3.81721636e-01
0.52590648	3.79973093e-01
0.52608152	3.78241514e-01
0.52625656	3.76526610e-01
0.52643161	3.74830332e-01
0.52660665	3.73152705e-01
0.52678170	3.71490889e-01
0.52695674	3.69844623e-01
0.52713178	3.68213649e-01
0.52730683	3.66597717e-01
0.52748187	3.64996580e-01
0.52765691	3.63410001e-01
0.52783196	3.61837744e-01
0.52800700	3.60279581e-01
0.52818205	3.58735288e-01
0.52835709	3.57204740e-01
0.52853213	3.55692832e-01
0.52870718	3.54194120e-01
0.52888222	3.52708398e-01
0.52905726	3.51235467e-01
0.52923231	3.49775133e-01
0.52940735	3.48327203e-01
0.52958240	3.46891491e-01
0.52975744	3.45467814e-01
0.52993248	3.44055993e-01
0.53010753	3.42655851e-01
0.53028257	3.41267218e-01
0.53045761	3.39892325e-01
0.53063266	3.38530493e-01
0.53080770	3.37179649e-01
0.53098275	3.35839636e-01
0.53115779	3.34510299e-01
0.53133283	3.33191486e-01
0.53150788	3.31883050e-01
0.53168292	3.30584843e-01
0.53185796	3.29296725e-01
0.53203301	3.28018554e-01
0.53220805	3.26750194e-01
0.53238310	3.25492034e-01
0.53255814	3.24247678e-01
0.53273318	3.23012710e-01
0.53290823	3.21787004e-01
0.53308327	3.20570436e-01
0.53325831	3.19362884e-01
0.53343336	3.18164229e-01
0.53360840	3.16974353e-01
0.53378345	3.15793140e-01
0.53395849	3.14620480e-01
0.53413353	3.13456259e-01
0.53430858	3.12300370e-01
0.53448362	3.11155254e-01
0.53465866	3.10019620e-01
0.53483371	3.08891982e-01
0.53500875	3.07772239e-01
0.53518380	3.06660291e-01
0.53535884	3.05556043e-01
0.53553388	3.04459396e-01
0.53570893	3.03370259e-01
0.53588397	3.02288538e-01
0.53605901	3.01214142e-01
0.53623406	3.00146983e-01
0.53640910	2.99087796e-01
0.53658415	2.98038946e-01
0.53675919	2.96997052e-01
0.53693423	2.95962034e-01
0.53710928	2.94933807e-01
