# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	1.74480893e+01
0.50017504	1.90949000e+01
0.50035009	2.13292964e+01
0.50052513	2.46093708e+01
0.50070018	3.01244359e+01
0.50087522	4.26267328e+01
0.50105026	5.25029680e+02
0.50122531	4.22583821e+01
0.50140035	2.98976836e+01
0.50157539	2.43983755e+01
0.50175044	2.11126239e+01
0.50192548	1.88664500e+01
0.50210053	1.72059417e+01
0.50227557	1.59136548e+01
0.50245061	1.48708522e+01
0.50262566	1.40060576e+01
0.50280070	1.32736098e+01
0.50297574	1.26427405e+01
0.50315079	1.20918520e+01
0.50332583	1.16052766e+01
0.50350088	1.11713352e+01
0.50367592	1.07811195e+01
0.50385096	1.04277003e+01
0.50402601	1.01055957e+01
0.50420105	9.81040398e+00
0.50437609	9.53860034e+00
0.50455114	9.28724413e+00
0.50472618	9.05381818e+00
0.50490123	8.83626698e+00
0.50507627	8.63285092e+00
0.50525131	8.44208647e+00
0.50542636	8.26269964e+00
0.50560140	8.09358938e+00
0.50577644	7.93379853e+00
0.50595149	7.78249044e+00
0.50612653	7.63893020e+00
0.50630158	7.50247022e+00
0.50647662	7.37264482e+00
0.50665166	7.24882864e+00
0.50682671	7.13056488e+00
0.50700175	7.01744401e+00
0.50717679	6.90909771e+00
0.50735184	6.80519360e+00
0.50752688	6.70543092e+00
0.50770193	6.60953674e+00
0.50787697	6.51726273e+00
0.50805201	6.42838236e+00
0.50822706	6.34268854e+00
0.50840210	6.26003517e+00
0.50857714	6.18023874e+00
0.50875219	6.10310263e+00
0.50892723	6.02847909e+00
0.50910228	5.95623161e+00
0.50927732	5.88623389e+00
0.50945236	5.81836887e+00
0.50962741	5.75252787e+00
0.50980245	5.68860982e+00
0.50997749	5.62652062e+00
0.51015254	5.56617250e+00
0.51032758	5.50749182e+00
0.51050263	5.45046715e+00
0.51067767	5.39495174e+00
0.51085271	5.34087837e+00
0.51102776	5.28818399e+00
0.51120280	5.23680932e+00
