# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	4.20374238e+01
0.50017504	4.60051680e+01
0.50035009	5.13886073e+01
0.50052513	5.92914450e+01
0.50070018	7.25791129e+01
0.50087522	1.02701312e+02
0.50105026	1.26496646e+03
0.50122531	1.01814408e+02
0.50140035	7.20336021e+01
0.50157539	5.87840798e+01
0.50175044	5.08677171e+01
0.50192548	4.54560248e+01
0.50210053	4.14553836e+01
0.50227557	3.83419024e+01
0.50245061	3.58295027e+01
0.50262566	3.37459789e+01
0.50280070	3.19813188e+01
0.50297574	3.04613924e+01
0.50315079	2.91341635e+01
0.50332583	2.79618844e+01
0.50350088	2.69164161e+01
0.50367592	2.59762960e+01
0.50385096	2.51248295e+01
0.50402601	2.43488088e+01
0.50420105	2.36376291e+01
0.50437609	2.29827992e+01
0.50455114	2.23772342e+01
0.50472618	2.18148681e+01
0.50490123	2.12907487e+01
0.50507627	2.08006847e+01
0.50525131	2.03411017e+01
0.50542636	1.99089305e+01
0.50560140	1.95015183e+01
0.50577644	1.91165590e+01
0.50595149	1.87520368e+01
0.50612653	1.84061812e+01
0.50630158	1.80774319e+01
0.50647662	1.77646616e+01
0.50665166	1.74663692e+01
0.50682671	1.71814541e+01
0.50700175	1.69089296e+01
0.50717679	1.66479084e+01
0.50735184	1.63975896e+01
0.50752688	1.61572487e+01
0.50770193	1.59262279e+01
0.50787697	1.57039292e+01
0.50805201	1.54898066e+01
0.50822706	1.52833612e+01
0.50840210	1.50842455e+01
0.50857714	1.48920162e+01
0.50875219	1.47061961e+01
0.50892723	1.45264292e+01
0.50910228	1.43523868e+01
0.50927732	1.41837644e+01
0.50945236	1.40202801e+01
0.50962741	1.38616720e+01
0.50980245	1.37076967e+01
0.50997749	1.35581273e+01
0.51015254	1.34127525e+01
0.51032758	1.32713944e+01
0.51050263	1.31340221e+01
0.51067767	1.30002858e+01
0.51085271	1.28700238e+01
0.51102776	1.27430840e+01
0.51120280	1.26193237e+01
0.51137784	1.24986086e+01
0.51155289	1.23808122e+01
0.51172793	1.22658155e+01
