# z/w	Integrand for V0 = 0.0135 eV, theta = 0.2600 mrad
0.50000000	8.90426185e-01
0.50017504	9.26643880e-01
0.50035009	9.67868702e-01
0.50052513	1.01536349e+00
0.50070018	1.07087152e+00
0.50087522	1.13691560e+00
0.50105026	1.21729042e+00
0.50122531	1.31802641e+00
0.50140035	1.44942879e+00
0.50157539	1.63097400e+00
0.50175044	1.90544082e+00
0.50192548	2.39390863e+00
0.50210053	3.69791582e+00
0.50227557	5.90532442e+00
0.50245061	2.76379592e+00
0.50262566	2.06906780e+00
0.50280070	1.72337473e+00
0.50297574	1.50713428e+00
0.50315079	1.35552118e+00
0.50332583	1.24161971e+00
0.50350088	1.15198058e+00
0.50367592	1.07903663e+00
0.50385096	1.01816091e+00
0.50402601	9.66343932e-01
0.50420105	9.21532392e-01
0.50437609	8.82276257e-01
0.50455114	8.47511667e-01
0.50472618	8.16433556e-01
0.50490123	7.88429424e-01
0.50507627	7.63020504e-01
0.50525131	7.39826409e-01
0.50542636	7.18540573e-01
0.50560140	6.98912787e-01
0.50577644	6.80736542e-01
0.50595149	6.63839675e-01
0.50612653	6.48077355e-01
0.50630158	6.33326833e-01
0.50647662	6.19492579e-01
0.50665166	6.06474386e-01
0.50682671	5.94194114e-01
0.50700175	5.82583731e-01
0.50717679	5.71583688e-01
0.50735184	5.61141607e-01
0.50752688	5.51211206e-01
0.50770193	5.41751416e-01
0.50787697	5.32725648e-01
0.50805201	5.24101186e-01
0.50822706	5.15848670e-01
0.50840210	5.07945341e-01
0.50857714	5.00366532e-01
0.50875219	4.93087583e-01
0.50892723	4.86088874e-01
0.50910228	4.79352542e-01
0.50927732	4.72862281e-01
0.50945236	4.66603175e-01
0.50962741	4.60561547e-01
0.50980245	4.54724830e-01
0.50997749	4.49081453e-01
0.51015254	4.43620742e-01
0.51032758	4.38333509e-01
0.51050263	4.33215905e-01
0.51067767	4.28253367e-01
0.51085271	4.23438037e-01
0.51102776	4.18762604e-01
0.51120280	4.14220259e-01
0.51137784	4.09804648e-01
0.51155289	4.05509837e-01
0.51172793	4.01330273e-01
0.51190298	3.97260757e-01
0.51207802	3.93296414e-01
0.51225306	3.89432666e-01
0.51242811	3.85668444e-01
0.51260315	3.81998214e-01
0.51277819	3.78416333e-01
0.51295324	3.74919209e-01
0.51312828	3.71503455e-01
0.51330333	3.68165866e-01
0.51347837	3.64903416e-01
0.51365341	3.61713239e-01
0.51382846	3.58592622e-01
0.51400350	3.55538992e-01
0.51417854	3.52549909e-01
0.51435359	3.49624005e-01
0.51452863	3.46762094e-01
0.51470368	3.43958046e-01
0.51487872	3.41209872e-01
0.51505376	3.38515675e-01
0.51522881	3.35873649e-01
0.51540385	3.33282072e-01
0.51557889	3.30739301e-01
0.51575394	3.28243767e-01
0.51592898	3.25793972e-01
0.51610403	3.23388481e-01
0.51627907	3.21025925e-01
0.51645411	3.18708579e-01
0.51662916	3.16432786e-01
0.51680420	3.14196102e-01
0.51697924	3.11997373e-01
0.51715429	3.09835496e-01
0.51732933	3.07709411e-01
0.51750438	3.05618100e-01
0.51767942	3.03560588e-01
0.51785446	3.01535934e-01
0.51802951	2.99543238e-01
0.51820455	2.97581630e-01
0.51837959	2.95651368e-01
0.51855464	2.93753292e-01
0.51872968	2.91883853e-01
0.51890473	2.90042303e-01
0.51907977	2.88227927e-01
0.51925481	2.86440031e-01
0.51942986	2.84677950e-01
0.51960490	2.82941037e-01
0.51977994	2.81228674e-01
0.51995499	2.79540258e-01
0.52013003	2.77875211e-01
0.52030508	2.76232973e-01
0.52048012	2.74616484e-01
0.52065516	2.73022391e-01
0.52083021	2.71449498e-01
0.52100525	2.69897315e-01
0.52118030	2.68365369e-01
0.52135534	2.66853202e-01
0.52153038	2.65360371e-01
0.52170543	2.63886446e-01
0.52188047	2.62431010e-01
0.52205551	2.60993661e-01
0.52223056	2.59574008e-01
0.52240560	2.58172908e-01
0.52258065	2.56790804e-01
0.52275569	2.55425262e-01
0.52293073	2.54075938e-01
0.52310578	2.52742494e-01
0.52328082	2.51424606e-01
0.52345586	2.50121956e-01
0.52363091	2.48834237e-01
0.52380595	2.47561149e-01
0.52398100	2.46302402e-01
0.52415604	2.45057714e-01
0.52433108	2.43826809e-01
0.52450613	2.42612777e-01
0.52468117	2.41412241e-01
0.52485621	2.40224681e-01
0.52503126	2.39049851e-01
0.52520630	2.37887513e-01
0.52538135	2.36737432e-01
0.52555639	2.35599382e-01
0.52573143	2.34473143e-01
0.52590648	2.33358499e-01
0.52608152	2.32255240e-01
0.52625656	2.31163162e-01
0.52643161	2.30083459e-01
0.52660665	2.29016124e-01
0.52678170	2.27959365e-01
0.52695674	2.26912999e-01
0.52713178	2.25876845e-01
0.52730683	2.24850728e-01
0.52748187	2.23834476e-01
0.52765691	2.22827923e-01
0.52783196	2.21830904e-01
0.52800700	2.20843261e-01
0.52818205	2.19864838e-01
0.52835709	2.18895540e-01
0.52853213	2.17938332e-01
0.52870718	2.16989877e-01
0.52888222	2.16050033e-01
0.52905726	2.15118663e-01
0.52923231	2.14195630e-01
0.52940735	2.13280804e-01
0.52958240	2.12374055e-01
0.52975744	2.11475256e-01
0.52993248	2.10584284e-01
0.53010753	2.09701018e-01
0.53028257	2.08825341e-01
0.53045761	2.07958610e-01
0.53063266	2.07100396e-01
0.53080770	2.06249415e-01
0.53098275	2.05405557e-01
0.53115779	2.04568718e-01
0.53133283	2.03738793e-01
0.53150788	2.02915681e-01
0.53168292	2.02099282e-01
0.53185796	2.01289499e-01
0.53203301	2.00486237e-01
0.53220805	1.99689402e-01
0.53238310	1.98899227e-01
0.53255814	1.98117941e-01
0.53273318	1.97342797e-01
0.53290823	1.96573707e-01
0.53308327	1.95810587e-01
0.53325831	1.95053355e-01
0.53343336	1.94301929e-01
0.53360840	1.93556231e-01
0.53378345	1.92816182e-01
0.53395849	1.92081705e-01
0.53413353	1.91352726e-01
0.53430858	1.90629172e-01
0.53448362	1.89912540e-01
0.53465866	1.89202027e-01
0.53483371	1.88496713e-01
0.53500875	1.87796529e-01
0.53518380	1.87101410e-01
0.53535884	1.86411288e-01
0.53553388	1.85726100e-01
0.53570893	1.85045783e-01
0.53588397	1.84370274e-01
0.53605901	1.83699513e-01
0.53623406	1.83033440e-01
0.53640910	1.82372493e-01
0.53658415	1.81718098e-01
0.53675919	1.81068205e-01
0.53693423	1.80422758e-01
0.53710928	1.79781702e-01
0.53728432	1.79144984e-01
0.53745936	1.78512551e-01
0.53763441	1.77884351e-01
