# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	6.08936130e+00
0.50017504	6.66411986e+00
0.50035009	7.44395101e+00
0.50052513	8.58873269e+00
0.50070018	1.05135432e+01
0.50087522	1.48769475e+01
0.50105026	1.83238720e+02
0.50122531	1.47485007e+01
0.50140035	1.04345606e+01
0.50157539	8.51528437e+00
0.50175044	7.36855074e+00
0.50192548	6.58463467e+00
0.50210053	6.00511835e+00
0.50227557	5.55411275e+00
0.50245061	5.19017991e+00
0.50262566	4.88837236e+00
0.50280070	4.63275395e+00
0.50297574	4.41258655e+00
0.50315079	4.22033241e+00
0.50332583	4.05052356e+00
0.50350088	3.89908393e+00
0.50367592	3.76290453e+00
0.50385096	3.63956705e+00
0.50402601	3.52715827e+00
0.50420105	3.42414202e+00
0.50437609	3.32928821e+00
0.50455114	3.24157056e+00
0.50472618	3.16011048e+00
0.50490123	3.08419061e+00
0.50507627	3.01320383e+00
0.50525131	2.94663239e+00
0.50542636	2.88403167e+00
0.50560140	2.82501740e+00
0.50577644	2.76925554e+00
0.50595149	2.71645409e+00
0.50612653	2.66635658e+00
0.50630158	2.61873699e+00
0.50647662	2.57343217e+00
0.50665166	2.53022453e+00
0.50682671	2.48895465e+00
0.50700175	2.44947960e+00
0.50717679	2.41167084e+00
0.50735184	2.37541237e+00
0.50752688	2.34059922e+00
0.50770193	2.30713614e+00
0.50787697	2.27493647e+00
0.50805201	2.24392115e+00
0.50822706	2.21401789e+00
0.50840210	2.18517627e+00
0.50857714	2.15733211e+00
0.50875219	2.13041635e+00
0.50892723	2.10437742e+00
0.50910228	2.07916769e+00
0.50927732	2.05474308e+00
0.50945236	2.03106273e+00
0.50962741	2.00808872e+00
0.50980245	1.98578578e+00
0.50997749	1.96412106e+00
0.51015254	1.94306394e+00
0.51032758	1.92258869e+00
0.51050263	1.90269111e+00
0.51067767	1.88332022e+00
0.51085271	1.86445257e+00
0.51102776	1.84606616e+00
0.51120280	1.82814030e+00
