# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	6.97904895e-01
0.50017504	7.63779290e-01
0.50035009	8.53157595e-01
0.50052513	9.84363924e-01
0.50070018	1.20497089e+00
0.50087522	1.70506969e+00
0.50105026	2.10013109e+01
0.50122531	1.69035485e+00
0.50140035	1.19592800e+00
0.50157539	9.75957445e-01
0.50175044	8.44529189e-01
0.50192548	7.54683983e-01
0.50210053	6.88265314e-01
0.50227557	6.36575427e-01
0.50245061	5.94865395e-01
0.50262566	5.60275603e-01
0.50280070	5.30979567e-01
0.50297574	5.05746580e-01
0.50315079	4.83712738e-01
0.50332583	4.64251351e-01
0.50350088	4.46895261e-01
0.50367592	4.31288143e-01
0.50385096	4.17152835e-01
0.50402601	4.04270063e-01
0.50420105	3.92463765e-01
0.50437609	3.81593082e-01
0.50455114	3.71540406e-01
0.50472618	3.62204894e-01
0.50490123	3.53504331e-01
0.50507627	3.45369134e-01
0.50525131	3.37739965e-01
0.50542636	3.30565868e-01
0.50560140	3.23802802e-01
0.50577644	3.17412483e-01
0.50595149	3.11361448e-01
0.50612653	3.05620300e-01
0.50630158	3.00163140e-01
0.50647662	2.94971484e-01
0.50665166	2.90020171e-01
0.50682671	2.85290929e-01
0.50700175	2.80767380e-01
0.50717679	2.76434790e-01
0.50735184	2.72279867e-01
0.50752688	2.68290581e-01
0.50770193	2.64456016e-01
0.50787697	2.60766239e-01
0.50805201	2.57212190e-01
0.50822706	2.53785585e-01
0.50840210	2.50480710e-01
0.50857714	2.47290196e-01
0.50875219	2.44206075e-01
0.50892723	2.41222437e-01
0.50910228	2.38333823e-01
0.50927732	2.35535182e-01
0.50945236	2.32821832e-01
0.50962741	2.30189426e-01
0.50980245	2.27633923e-01
0.50997749	2.25151558e-01
0.51015254	2.22738821e-01
0.51032758	2.20392783e-01
0.51050263	2.18113100e-01
0.51067767	2.15893771e-01
0.51085271	2.13732109e-01
0.51102776	2.11625591e-01
0.51120280	2.09571847e-01
0.51137784	2.07568649e-01
0.51155289	2.05613898e-01
0.51172793	2.03705614e-01
0.51190298	2.01841932e-01
0.51207802	2.00021089e-01
0.51225306	1.98241417e-01
0.51242811	1.96503005e-01
0.51260315	1.94803596e-01
0.51277819	1.93140836e-01
0.51295324	1.91513384e-01
