# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	1.39947280e+00
0.50017504	1.53156631e+00
0.50035009	1.71079066e+00
0.50052513	1.97388996e+00
0.50070018	2.41625875e+00
0.50087522	3.41907523e+00
0.50105026	4.21126494e+01
0.50122531	3.38956275e+00
0.50140035	2.39811752e+00
0.50157539	1.95702306e+00
0.50175044	1.69347722e+00
0.50192548	1.51331543e+00
0.50210053	1.38012951e+00
0.50227557	1.27647837e+00
0.50245061	1.19283868e+00
0.50262566	1.12347684e+00
0.50280070	1.06473031e+00
0.50297574	1.01413124e+00
0.50315079	9.69947277e-01
0.50332583	9.30921747e-01
0.50350088	8.96117880e-01
0.50367592	8.64821157e-01
0.50385096	8.36475794e-01
0.50402601	8.10642091e-01
0.50420105	7.86967002e-01
0.50437609	7.65167968e-01
0.50455114	7.45009141e-01
0.50472618	7.26288428e-01
0.50490123	7.08840964e-01
0.50507627	6.92527218e-01
0.50525131	6.77228203e-01
0.50542636	6.62841734e-01
0.50560140	6.49279500e-01
0.50577644	6.36464730e-01
0.50595149	6.24330319e-01
0.50612653	6.12817324e-01
0.50630158	6.01873803e-01
0.50647662	5.91462527e-01
0.50665166	5.81533213e-01
0.50682671	5.72049223e-01
0.50700175	5.62977711e-01
0.50717679	5.54289133e-01
0.50735184	5.45956834e-01
0.50752688	5.37956689e-01
0.50770193	5.30266809e-01
0.50787697	5.22867275e-01
0.50805201	5.15739921e-01
0.50822706	5.08868134e-01
0.50840210	5.02240372e-01
0.50857714	4.95841878e-01
0.50875219	4.89656740e-01
0.50892723	4.83673107e-01
0.50910228	4.77880032e-01
0.50927732	4.72267385e-01
0.50945236	4.66825777e-01
0.50962741	4.61546492e-01
0.50980245	4.56421424e-01
0.50997749	4.51443026e-01
0.51015254	4.46604259e-01
0.51032758	4.41899221e-01
0.51050263	4.37327036e-01
0.51067767	4.32875888e-01
0.51085271	4.28540388e-01
0.51102776	4.24315476e-01
0.51120280	4.20196401e-01
0.51137784	4.16178693e-01
0.51155289	4.12258142e-01
0.51172793	4.08430780e-01
0.51190298	4.04692865e-01
0.51207802	4.01040861e-01
0.51225306	3.97471426e-01
0.51242811	3.93984756e-01
0.51260315	3.90576318e-01
0.51277819	3.87241379e-01
0.51295324	3.83977248e-01
0.51312828	3.80781374e-01
0.51330333	3.77651330e-01
