# z/w	Integrand for V0 = 0.0133 eV, theta = 0.2586 mrad
0.50000000	1.51363683e+00
0.50017504	1.65647578e+00
0.50035009	1.85028333e+00
0.50052513	2.13479622e+00
0.50070018	2.61317824e+00
0.50087522	3.69765458e+00
0.50105026	4.55430715e+01
0.50122531	3.66560349e+00
0.50140035	2.59336894e+00
0.50157539	2.11632230e+00
0.50175044	1.83129043e+00
0.50192548	1.63643708e+00
0.50210053	1.49238771e+00
0.50227557	1.38028011e+00
0.50245061	1.28981560e+00
0.50262566	1.21479270e+00
0.50280070	1.15125039e+00
0.50297574	1.09651971e+00
0.50315079	1.04872711e+00
0.50332583	1.00651353e+00
0.50350088	9.68865826e-01
0.50367592	9.35011255e-01
0.50385096	9.04348727e-01
0.50402601	8.76402701e-01
0.50420105	8.50791350e-01
0.50437609	8.27209272e-01
0.50455114	8.05401410e-01
0.50472618	7.85148968e-01
0.50490123	7.66273637e-01
0.50507627	7.48624516e-01
0.50525131	7.32072913e-01
0.50542636	7.16508314e-01
0.50560140	7.01835207e-01
0.50577644	6.87970560e-01
0.50595149	6.74841799e-01
0.50612653	6.62385170e-01
0.50630158	6.50544502e-01
0.50647662	6.39279807e-01
0.50665166	6.28536410e-01
0.50682671	6.18274685e-01
0.50700175	6.08459109e-01
0.50717679	5.99057728e-01
0.50735184	5.90041712e-01
0.50752688	5.81384971e-01
0.50770193	5.73063828e-01
0.50787697	5.65056741e-01
0.50805201	5.57344061e-01
0.50822706	5.49907821e-01
0.50840210	5.42735590e-01
0.50857714	5.35811396e-01
0.50875219	5.29117986e-01
0.50892723	5.22642540e-01
0.50910228	5.16373219e-01
0.50927732	5.10299066e-01
0.50945236	5.04409926e-01
0.50962741	4.98696372e-01
0.50980245	4.93149637e-01
0.50997749	4.87761558e-01
0.51015254	4.82524521e-01
0.51032758	4.77432172e-01
0.51050263	4.72483794e-01
0.51067767	4.67666342e-01
0.51085271	4.62973985e-01
0.51102776	4.58401254e-01
0.51120280	4.53943008e-01
0.51137784	4.49594413e-01
0.51155289	4.45350915e-01
0.51172793	4.41208224e-01
0.51190298	4.37162289e-01
0.51207802	4.33209289e-01
0.51225306	4.29345608e-01
0.51242811	4.25571516e-01
0.51260315	4.21882085e-01
0.51277819	4.18272161e-01
0.51295324	4.14738834e-01
0.51312828	4.11279343e-01
0.51330333	4.07891067e-01
0.51347837	4.04571510e-01
0.51365341	4.01318300e-01
0.51382846	3.98129178e-01
0.51400350	3.95001993e-01
0.51417854	3.91934692e-01
0.51435359	3.88926396e-01
0.51452863	3.85978652e-01
0.51470368	3.83085111e-01
0.51487872	3.80244068e-01
0.51505376	3.77453895e-01
0.51522881	3.74713031e-01
0.51540385	3.72019986e-01
0.51557889	3.69373329e-01
0.51575394	3.66771690e-01
0.51592898	3.64213756e-01
0.51610403	3.61698265e-01
0.51627907	3.59224008e-01
0.51645411	3.56793986e-01
0.51662916	3.54404301e-01
0.51680420	3.52052438e-01
0.51697924	3.49737366e-01
0.51715429	3.47458094e-01
0.51732933	3.45213668e-01
0.51750438	3.43003170e-01
0.51767942	3.40825715e-01
0.51785446	3.38680451e-01
0.51802951	3.36566555e-01
0.51820455	3.34483235e-01
0.51837959	3.32430972e-01
0.51855464	3.30410905e-01
0.51872968	3.28419155e-01
0.51890473	3.26455036e-01
0.51907977	3.24517884e-01
0.51925481	3.22607057e-01
0.51942986	3.20721935e-01
0.51960490	3.18861918e-01
0.51977994	3.17026427e-01
0.51995499	3.15214899e-01
0.52013003	3.13426791e-01
0.52030508	3.11661576e-01
0.52048012	3.09922769e-01
0.52065516	3.08206609e-01
0.52083021	3.06511818e-01
0.52100525	3.04837933e-01
0.52118030	3.03184504e-01
0.52135534	3.01551096e-01
0.52153038	2.99937286e-01
0.52170543	2.98342664e-01
0.52188047	2.96766832e-01
0.52205551	2.95209403e-01
0.52223056	2.93670002e-01
0.52240560	2.92149723e-01
0.52258065	2.90649165e-01
0.52275569	2.89165540e-01
0.52293073	2.87698514e-01
0.52310578	2.86247760e-01
0.52328082	2.84812965e-01
0.52345586	2.83393819e-01
0.52363091	2.81990024e-01
0.52380595	2.80601288e-01
0.52398100	2.79227328e-01
0.52415604	2.77867868e-01
0.52433108	2.76522640e-01
0.52450613	2.75195305e-01
0.52468117	2.73881967e-01
0.52485621	2.72582065e-01
0.52503126	2.71295355e-01
0.52520630	2.70021604e-01
0.52538135	2.68760580e-01
0.52555639	2.67512061e-01
0.52573143	2.66275827e-01
0.52590648	2.65051666e-01
0.52608152	2.63839370e-01
0.52625656	2.62638736e-01
0.52643161	2.61451170e-01
0.52660665	2.60276695e-01
0.52678170	2.59113279e-01
0.52695674	2.57960737e-01
0.52713178	2.56818890e-01
0.52730683	2.55687563e-01
0.52748187	2.54566585e-01
0.52765691	2.53455787e-01
0.52783196	2.52355006e-01
0.52800700	2.51264082e-01
0.52818205	2.50182859e-01
0.52835709	2.49111251e-01
0.52853213	2.48052782e-01
0.52870718	2.47003542e-01
0.52888222	2.45963387e-01
0.52905726	2.44932177e-01
0.52923231	2.43909777e-01
0.52940735	2.42896052e-01
0.52958240	2.41890872e-01
0.52975744	2.40894108e-01
0.52993248	2.39905636e-01
0.53010753	2.38925332e-01
0.53028257	2.37953077e-01
0.53045761	2.36990469e-01
0.53063266	2.36037024e-01
0.53080770	2.35091264e-01
0.53098275	2.34153078e-01
0.53115779	2.33222359e-01
0.53133283	2.32299000e-01
0.53150788	2.31382897e-01
0.53168292	2.30473949e-01
0.53185796	2.29572056e-01
0.53203301	2.28677120e-01
0.53220805	2.27789045e-01
0.53238310	2.26908120e-01
0.53255814	2.26036976e-01
0.53273318	2.25172398e-01
0.53290823	2.24314296e-01
0.53308327	2.23462585e-01
0.53325831	2.22617178e-01
0.53343336	2.21777993e-01
0.53360840	2.20944947e-01
0.53378345	2.20117960e-01
0.53395849	2.19296953e-01
0.53413353	2.18481848e-01
0.53430858	2.17672569e-01
0.53448362	2.16870862e-01
0.53465866	2.16075804e-01
0.53483371	2.15286338e-01
0.53500875	2.14502392e-01
0.53518380	2.13723898e-01
0.53535884	2.12950788e-01
0.53553388	2.12182994e-01
0.53570893	2.11420451e-01
0.53588397	2.10663094e-01
0.53605901	2.09910860e-01
0.53623406	2.09163686e-01
0.53640910	2.08422103e-01
0.53658415	2.07687811e-01
0.53675919	2.06958383e-01
0.53693423	2.06233762e-01
0.53710928	2.05513891e-01
0.53728432	2.04798714e-01
0.53745936	2.04088175e-01
0.53763441	2.03382221e-01
